Loadout_Option_ID,Weapon_ID,Weapon_Role,Sort_Order
CAPTAIN_WITH_JUMP_PACK__CAPTAIN_JUMP_MELEE__CAPTAIN_JUMP_CHAIN,CAPTAIN_JUMP_ASTARTES_CHAINSWORD,SELECTED,1
CAPTAIN_WITH_JUMP_PACK__CAPTAIN_JUMP_MELEE__CAPTAIN_JUMP_FIST,POWER_FIST_CAPTAIN,SELECTED,1
CAPTAIN_WITH_JUMP_PACK__CAPTAIN_JUMP_MELEE__CAPTAIN_JUMP_RELIC,CAPTAIN_JUMP_RELIC_WEAPON,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_DEFAULT,MASTER_CRAFTED_HEAVY_BOLT_RIFLE,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_CHAIN,BOLTSTORM_GAUNTLET,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_CHAIN,GRAVIS_CAPTAIN_RELIC_CHAINSWORD,SELECTED,3
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_BLADE,BOLTSTORM_GAUNTLET,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_BLADE,GRAVIS_CAPTAIN_RELIC_BLADE,SELECTED,3
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_FIST,BOLTSTORM_GAUNTLET,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR__GRAVIS_CAPTAIN_LOADOUT__GRAVIS_CAPTAIN_FIST,GRAVIS_CAPTAIN_RELIC_FIST,SELECTED,3
CAPTAIN_IN_TERMINATOR_ARMOUR__CAPTAIN_TERM_RANGED__CAPTAIN_TERM_STORM,CAPTAIN_TERM_STORM_BOLTER,SELECTED,1
CAPTAIN_IN_TERMINATOR_ARMOUR__CAPTAIN_TERM_MELEE__CAPTAIN_TERM_RELIC,CAPTAIN_JUMP_RELIC_WEAPON,SELECTED,1
CAPTAIN_IN_TERMINATOR_ARMOUR__CAPTAIN_TERM_MELEE__CAPTAIN_TERM_FIST,RELIC_FIST,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLTGUN_OPT,CHAPLAIN_JUMP_BOLTGUN,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLTGUN_OPT,CROZIUS_ARCANUM,PRESERVE,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_COMBI,COMBI_WEAPON,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_COMBI,CROZIUS_ARCANUM,PRESERVE,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_GRAV,CHAPLAIN_JUMP_GRAV_PISTOL,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_GRAV,CROZIUS_ARCANUM,PRESERVE,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_FLAMER,CAPTAIN_JUMP_HAND_FLAMER,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_FLAMER,CROZIUS_ARCANUM,PRESERVE,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_INFERNO,CHAPLAIN_JUMP_INFERNO_PISTOL,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_INFERNO,CROZIUS_ARCANUM,PRESERVE,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_STORM,STORM_BOLTER_TERMINATORS,SELECTED,1
CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_STORM,CROZIUS_ARCANUM,PRESERVE,1
TERMINATOR_ASSAULT_SQUAD__ASSAULT_TERMINATOR_LOADOUT__ASSAULT_TERMINATORS_CLAWS,TWIN_LIGHTNING_CLAWS,SELECTED,1
TERMINATOR_ASSAULT_SQUAD__ASSAULT_TERMINATOR_LOADOUT__ASSAULT_TERMINATORS_HAMMER,THUNDER_HAMMER_TERMINATORS,SELECTED,1
INTERCESSORS__SERGEANT_MELEE__KNIVES_AND_FISTS,INTERCESSORS_KNIVES_AND_FISTS,SELECTED,1
INTERCESSORS__SERGEANT_MELEE__CHAINSWORD,INTERCESSORS_CHAINSWORD,SELECTED,1
INTERCESSORS__SERGEANT_MELEE__POWER_FIST,POWER_FIST_TERMINATORS,SELECTED,1
INTERCESSORS__SERGEANT_MELEE__POWER_WEAPON,INTERCESSORS_POWER_WEAPON,SELECTED,1
INTERCESSORS__SERGEANT_MELEE__THUNDER_HAMMER,INTERCESSORS_THUNDER_HAMMER,SELECTED,1
INTERCESSORS__SERGEANT_RIFLE__BOLT_RIFLE,INTERCESSORS_BOLT_RIFLE_FOCUSED,SELECTED,1
INTERCESSORS__SERGEANT_RIFLE__BOLT_RIFLE,INTERCESSORS_BOLT_RIFLE_SATURATION,SELECTED,2
INTERCESSORS__SERGEANT_RIFLE__CHAINSWORD,INTERCESSORS_CHAINSWORD,SELECTED,1
INTERCESSORS__SERGEANT_RIFLE__HAND_FLAMER,INTERCESSORS_HAND_FLAMER,SELECTED,1
INTERCESSORS__SERGEANT_RIFLE__PLASMA_PISTOL,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
INTERCESSORS__SERGEANT_RIFLE__PLASMA_PISTOL,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
INTERCESSORS__SERGEANT_RIFLE__POWER_WEAPON,INTERCESSORS_POWER_WEAPON,SELECTED,1
INTERCESSORS__SERGEANT_MELEE__KNIVES_AND_FISTS,INTERCESSORS_KNIVES_AND_FISTS,PRESERVE,90
INTERCESSORS__SERGEANT_MELEE__CHAINSWORD,INTERCESSORS_KNIVES_AND_FISTS,PRESERVE,90
INTERCESSORS__SERGEANT_MELEE__POWER_FIST,INTERCESSORS_KNIVES_AND_FISTS,PRESERVE,90
INTERCESSORS__SERGEANT_MELEE__POWER_WEAPON,INTERCESSORS_KNIVES_AND_FISTS,PRESERVE,90
INTERCESSORS__SERGEANT_MELEE__THUNDER_HAMMER,INTERCESSORS_KNIVES_AND_FISTS,PRESERVE,90
INTERCESSORS__SERGEANT_RIFLE__BOLT_RIFLE,INTERCESSORS_BOLT_RIFLE_FOCUSED,PRESERVE,90
INTERCESSORS__SERGEANT_RIFLE__BOLT_RIFLE,INTERCESSORS_BOLT_RIFLE_SATURATION,PRESERVE,91
INTERCESSORS__SERGEANT_RIFLE__CHAINSWORD,INTERCESSORS_BOLT_RIFLE_FOCUSED,PRESERVE,90
INTERCESSORS__SERGEANT_RIFLE__CHAINSWORD,INTERCESSORS_BOLT_RIFLE_SATURATION,PRESERVE,91
INTERCESSORS__SERGEANT_RIFLE__HAND_FLAMER,INTERCESSORS_BOLT_RIFLE_FOCUSED,PRESERVE,90
INTERCESSORS__SERGEANT_RIFLE__HAND_FLAMER,INTERCESSORS_BOLT_RIFLE_SATURATION,PRESERVE,91
INTERCESSORS__SERGEANT_RIFLE__PLASMA_PISTOL,INTERCESSORS_BOLT_RIFLE_FOCUSED,PRESERVE,90
INTERCESSORS__SERGEANT_RIFLE__PLASMA_PISTOL,INTERCESSORS_BOLT_RIFLE_SATURATION,PRESERVE,91
INTERCESSORS__SERGEANT_RIFLE__POWER_WEAPON,INTERCESSORS_BOLT_RIFLE_FOCUSED,PRESERVE,90
INTERCESSORS__SERGEANT_RIFLE__POWER_WEAPON,INTERCESSORS_BOLT_RIFLE_SATURATION,PRESERVE,91
VICTRIX_HONOUR_GUARD__CHAPTER_ANCIENT__NONE,VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE,PRESERVE,1
VICTRIX_HONOUR_GUARD__CHAPTER_ANCIENT__NONE,MASTER_CRAFTED_POWER_WEAPON_LIEUTENANT,PRESERVE,2
VICTRIX_HONOUR_GUARD__CHAPTER_ANCIENT__ANCIENT,VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE,SELECTED,1
VICTRIX_HONOUR_GUARD__CHAPTER_ANCIENT__ANCIENT,MASTER_CRAFTED_POWER_WEAPON_LIEUTENANT,SELECTED,2
VICTRIX_HONOUR_GUARD__CHAPTER_CHAMPION__CHAMPION,VICTRIX_HONOUR_GUARD_BLADES_OF_HONOUR,SELECTED,1
CAPTAIN_FIST_PLASMA__CAPTAIN_RANGED__CAPTAIN_RANGED_DEFAULT,HEAVY_BOLT_PISTOL_CAPTAIN,SELECTED,1
CAPTAIN_FIST_PLASMA__CAPTAIN_RANGED__CAPTAIN_RANGED_DEFAULT,CAPTAIN_MASTER_CRAFTED_BOLTER,SELECTED,2
CAPTAIN_FIST_PLASMA__CAPTAIN_RANGED__CAPTAIN_RANGED_VOLKITE,CAPTAIN_NEO_VOLKITE_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA__CAPTAIN_RANGED__CAPTAIN_RANGED_PLASMA,PLASMA_PISTOL_STANDARD_LEADER,SELECTED,1
CAPTAIN_FIST_PLASMA__CAPTAIN_RANGED__CAPTAIN_RANGED_PLASMA,PLASMA_PISTOL_SUPERCHARGE_LEADER,SELECTED,2
CAPTAIN_FIST_PLASMA__CAPTAIN_RANGED__CAPTAIN_RANGED_SHIELD,HEAVY_BOLT_PISTOL_CAPTAIN,SELECTED,1
CAPTAIN_FIST_PLASMA__CAPTAIN_MELEE__CAPTAIN_MELEE_POWER_WEAPON,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,1
CAPTAIN_FIST_PLASMA__CAPTAIN_MELEE__CAPTAIN_MELEE_POWER_FIST,POWER_FIST_CAPTAIN,SELECTED,1
CAPTAIN_WITH_JUMP_PACK__CAPTAIN_JUMP_MELEE__CAPTAIN_JUMP_THUNDER_HAMMER,CAPTAIN_JUMP_THUNDER_HAMMER,SELECTED,1
CAPTAIN_ON_BIKE__COB_RANGED__COB_HBP,HEAVY_BOLT_PISTOL_CAPTAIN,SELECTED,1
CAPTAIN_ON_BIKE__COB_RANGED__COB_PLASMA,PLASMA_PISTOL_STANDARD_LEADER,SELECTED,1
CAPTAIN_ON_BIKE__COB_RANGED__COB_PLASMA,PLASMA_PISTOL_SUPERCHARGE_LEADER,SELECTED,2
CAPTAIN_ON_BIKE__COB_MELEE__COB_POWER_WEAPON,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,1
CAPTAIN_ON_BIKE__COB_MELEE__COB_THUNDER_HAMMER,CAPTAIN_JUMP_THUNDER_HAMMER,SELECTED,1
LIEUTENANT__LT_PISTOL__LT_PISTOL_BOLT,BOLT_PISTOL_LEADERS,SELECTED,1
LIEUTENANT__LT_PISTOL__LT_PISTOL_HEAVY,HEAVY_BOLT_PISTOL_CAPTAIN,SELECTED,1
LIEUTENANT__LT_PISTOL__LT_PISTOL_VOLKITE,CAPTAIN_NEO_VOLKITE_PISTOL,SELECTED,1
LIEUTENANT__LT_BOLTER_SLOT__LT_BOLTER,LIEUTENANT_MASTER_CRAFTED_BOLTER,SELECTED,1
LIEUTENANT__LT_BOLTER_SLOT__LT_BOLTER_POWER,LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON,SELECTED,1
LIEUTENANT__LT_BOLTER_SLOT__LT_BOLTER_PLASMA,PLASMA_PISTOL_STANDARD_LEADER,SELECTED,1
LIEUTENANT__LT_BOLTER_SLOT__LT_BOLTER_PLASMA,PLASMA_PISTOL_SUPERCHARGE_LEADER,SELECTED,2
LIEUTENANT__LT_BOLTER_SLOT__LT_BOLTER_FIST,POWER_FIST_ANCIENT,SELECTED,1
LIEUTENANT__LT_MELEE_SLOT__LT_MELEE_CERAMITE,LIEUTENANT_CLOSE_COMBAT_WEAPON,SELECTED,1
LIEUTENANT__LT_MELEE_SLOT__LT_MELEE_POWER,LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON,SELECTED,1
LIEUTENANT__LT_MELEE_SLOT__LT_MELEE_FIST,POWER_FIST_ANCIENT,SELECTED,1
LIEUTENANT_IN_PHOBOS_ARMOUR__PHOBOS_RANGED__PHOBOS_PISTOL,MASTER_CRAFTED_SPECIAL_ISSUE_BOLT_PISTOL_REIVER_LT,SELECTED,1
LIEUTENANT_IN_PHOBOS_ARMOUR__PHOBOS_RANGED__PHOBOS_CARBINE,VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE,SELECTED,1
CHAPLAIN_IN_TERMINATOR_ARMOUR__TERM_CHAPLAIN_RANGED__STORM_BOLTER,STORM_BOLTER_TERMINATORS,SELECTED,1
ANCIENT__ANCIENT_WARGEAR__BOLT_RIFLE,INTERCESSORS_BOLT_RIFLE_FOCUSED,SELECTED,1
ANCIENT__ANCIENT_WARGEAR__BOLT_RIFLE,INTERCESSORS_BOLT_RIFLE_SATURATION,SELECTED,2
ANCIENT__ANCIENT_WARGEAR__POWER_WEAPON,POWER_WEAPON_TERMINATOR_SERGEANT,SELECTED,1
ASSAULT_INTERCESSORS__SERGEANT_RANGED__HBP,HEAVY_BOLT_PISTOL,SELECTED,1
ASSAULT_INTERCESSORS__SERGEANT_RANGED__HBP,HEAVY_BOLT_PISTOL,PRESERVE,90
ASSAULT_INTERCESSORS__SERGEANT_RANGED__HAND_FLAMER,INTERCESSORS_HAND_FLAMER,SELECTED,1
ASSAULT_INTERCESSORS__SERGEANT_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
ASSAULT_INTERCESSORS__SERGEANT_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
ASSAULT_INTERCESSORS__SERGEANT_MELEE__CHAIN,ASSAULT_INTERCESSORS_CHAINSWORD,SELECTED,1
ASSAULT_INTERCESSORS__SERGEANT_MELEE__CHAIN,ASSAULT_INTERCESSORS_CHAINSWORD,PRESERVE,90
ASSAULT_INTERCESSORS__SERGEANT_MELEE__POWER_FIST,POWER_FIST_TROOPS,SELECTED,1
ASSAULT_INTERCESSORS__SERGEANT_MELEE__POWER_WEAPON,INTERCESSORS_POWER_WEAPON,SELECTED,1
ASSAULT_INTERCESSORS__SERGEANT_MELEE__THUNDER_HAMMER,INTERCESSORS_THUNDER_HAMMER,SELECTED,1
JUMP_INTERCESSORS__SQUAD_PLASMA__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
JUMP_INTERCESSORS__SQUAD_PLASMA__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
JUMP_INTERCESSORS__SERGEANT_RANGED__HBP,HEAVY_BOLT_PISTOL,SELECTED,1
JUMP_INTERCESSORS__SERGEANT_RANGED__HBP,HEAVY_BOLT_PISTOL,PRESERVE,90
JUMP_INTERCESSORS__SERGEANT_RANGED__HAND_FLAMER,INTERCESSORS_HAND_FLAMER,SELECTED,1
JUMP_INTERCESSORS__SERGEANT_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
JUMP_INTERCESSORS__SERGEANT_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
JUMP_INTERCESSORS__SERGEANT_MELEE__CHAIN,ASSAULT_INTERCESSORS_CHAINSWORD,SELECTED,1
JUMP_INTERCESSORS__SERGEANT_MELEE__CHAIN,ASSAULT_INTERCESSORS_CHAINSWORD,PRESERVE,90
JUMP_INTERCESSORS__SERGEANT_MELEE__POWER_FIST,POWER_FIST_TROOPS,SELECTED,1
JUMP_INTERCESSORS__SERGEANT_MELEE__POWER_WEAPON,INTERCESSORS_POWER_WEAPON,SELECTED,1
HEAVY_INTERCESSORS__HEAVY_WEAPON__HEAVY_BOLTER,HEAVY_BOLTER_HEAVY_INTERCESSORS,SELECTED,1
HELLBLASTERS__SERGEANT_PISTOL__BOLT,INTERCESSORS_BOLT_PISTOL,SELECTED,1
HELLBLASTERS__SERGEANT_PISTOL__BOLT,INTERCESSORS_BOLT_PISTOL,PRESERVE,90
HELLBLASTERS__SERGEANT_PISTOL__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
HELLBLASTERS__SERGEANT_PISTOL__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
DESOLATION__ROCKET_TYPE__SUPERFRAG,SUPERFRAG_ROCKET_LAUNCHER,SELECTED,1
DESOLATION__ROCKET_TYPE__SUPERKRAK,SUPERKRAK_ROCKET_LAUNCHER,SELECTED,1
DESOLATION__SERGEANT_LAUNCHER__VENGOR,VENGOR_LAUNCHER,SELECTED,1
DESOLATION__SERGEANT_LAUNCHER__VENGOR,SUPERFRAG_ROCKET_LAUNCHER,PRESERVE,90
DESOLATION__SERGEANT_LAUNCHER__VENGOR,SUPERKRAK_ROCKET_LAUNCHER,PRESERVE,91
BLADEGUARD__SERGEANT_PISTOL__HBP,HEAVY_BOLT_PISTOL,SELECTED,1
BLADEGUARD__SERGEANT_PISTOL__HBP,HEAVY_BOLT_PISTOL,PRESERVE,90
BLADEGUARD__SERGEANT_PISTOL__NEO_VOLKITE,BLADEGUARD_NEO_VOLKITE_PISTOL,SELECTED,1
BLADEGUARD__SERGEANT_PISTOL__NEO_VOLKITE,HEAVY_BOLT_PISTOL,PRESERVE,90
BLADEGUARD__SERGEANT_PISTOL__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
BLADEGUARD__SERGEANT_PISTOL__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
BLADEGUARD__SERGEANT_PISTOL__PLASMA,HEAVY_BOLT_PISTOL,PRESERVE,90
STERNGUARD__SERGEANT_MELEE__CHAIN,STERNGUARD_CHAINSWORD,SELECTED,1
STERNGUARD__SERGEANT_MELEE__POWER_FIST,POWER_FIST_STERNGUARD_SGT,SELECTED,1
STERNGUARD__SERGEANT_MELEE__POWER_WEAPON,POWER_WEAPON_TERMINATOR_SERGEANT,SELECTED,1
STERNGUARD__SPECIAL_WEAPON__HEAVY_BOLTER,HEAVY_BOLTER_HEAVY_INTERCESSORS,SELECTED,1
STERNGUARD__SPECIAL_WEAPON__HEAVY_BOLTER,STERNGUARD_BOLT_RIFLE,PRESERVE,90
STERNGUARD__SPECIAL_WEAPON__HEAVY_BOLTER,STERNGUARD_ARTIFICER_FIREARM_PURGATUS,PRESERVE,91
STERNGUARD__SPECIAL_WEAPON__HEAVY_BOLTER,STERNGUARD_ARTIFICER_FIREARM_DAMNATUS,PRESERVE,92
STERNGUARD__SPECIAL_WEAPON__PYRECANNON,STERNGUARD_PYRECANNON,SELECTED,1
STERNGUARD__SPECIAL_WEAPON__PYRECANNON,STERNGUARD_BOLT_RIFLE,PRESERVE,90
STERNGUARD__SPECIAL_WEAPON__PYRECANNON,STERNGUARD_ARTIFICER_FIREARM_PURGATUS,PRESERVE,91
STERNGUARD__SPECIAL_WEAPON__PYRECANNON,STERNGUARD_ARTIFICER_FIREARM_DAMNATUS,PRESERVE,92
VANGUARD__SERGEANT_RANGED__HBP,HEAVY_BOLT_PISTOL,SELECTED,1
VANGUARD__SERGEANT_RANGED__HBP,HEAVY_BOLT_PISTOL,PRESERVE,90
VANGUARD__SERGEANT_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
VANGUARD__SERGEANT_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
VANGUARD__SERGEANT_RANGED__PLASMA,HEAVY_BOLT_PISTOL,PRESERVE,90
VANGUARD__SERGEANT_RANGED__SHIELD,HEAVY_BOLT_PISTOL,PRESERVE,90
VANGUARD__SERGEANT_MELEE__RELIC,VANGUARD_RELIC_BLADE,SELECTED,1
VANGUARD__SERGEANT_MELEE__FIST,POWER_FIST_TROOPS,SELECTED,1
VANGUARD__SERGEANT_MELEE__HAMMER,INTERCESSORS_THUNDER_HAMMER,SELECTED,1
VANGUARD__VETERAN_RANGED__HBP,HEAVY_BOLT_PISTOL,SELECTED,1
VANGUARD__VETERAN_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_STANDARD,SELECTED,1
VANGUARD__VETERAN_RANGED__PLASMA,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,SELECTED,2
VANGUARD__VETERAN_RANGED__PLASMA,HEAVY_BOLT_PISTOL,PRESERVE,90
VANGUARD__VETERAN_RANGED__SHIELD,HEAVY_BOLT_PISTOL,PRESERVE,90
SCOUTS__SERGEANT_RANGED__BOLTGUN,SCOUT_BOLTGUN,SELECTED,1
SCOUTS__SERGEANT_RANGED__BOLTGUN,SCOUT_BOLTGUN,PRESERVE,90
SCOUTS__SERGEANT_RANGED__SHOTGUN,ASTARTES_SHOTGUN_SCOUTS,SELECTED,1
SCOUTS__SERGEANT_RANGED__SHOTGUN,SCOUT_BOLTGUN,PRESERVE,90
SCOUTS__SERGEANT_MELEE__KNIFE,COMBAT_KNIFE_SCOUTS,SELECTED,1
SCOUTS__SERGEANT_MELEE__KNIFE,COMBAT_KNIFE_SCOUTS,PRESERVE,90
SCOUTS__SERGEANT_MELEE__CHAIN,ASTARTES_CHAINSWORD_SCOUTS_SGT,SELECTED,1
SCOUTS__SERGEANT_MELEE__CHAIN,COMBAT_KNIFE_SCOUTS,PRESERVE,90
SCOUTS__MODEL_RANGED__BOLTGUN,SCOUT_BOLTGUN,SELECTED,1
SCOUTS__MODEL_RANGED__SHOTGUN,ASTARTES_SHOTGUN_SCOUTS,SELECTED,1
SCOUTS__MODEL_RANGED__SHOTGUN,SCOUT_BOLTGUN,PRESERVE,90
SCOUTS__SNIPER_SLOT__SNIPER,SCOUT_SNIPER_RIFLE,SELECTED,1
SCOUTS__SNIPER_SLOT__SNIPER,SCOUT_BOLTGUN,PRESERVE,90
SCOUTS__HEAVY_SLOT__BOLTER,HEAVY_BOLTER_SCOUTS,SELECTED,1
SCOUTS__HEAVY_SLOT__BOLTER,SCOUT_BOLTGUN,PRESERVE,90
SCOUTS__HEAVY_SLOT__MISSILE,SCOUT_MISSILE_LAUNCHER_FRAG,SELECTED,1
SCOUTS__HEAVY_SLOT__MISSILE,SCOUT_MISSILE_LAUNCHER_KRAK,SELECTED,2
SCOUTS__HEAVY_SLOT__MISSILE,SCOUT_BOLTGUN,PRESERVE,90
ELIMINATORS__MODELS__SNIPER,BOLT_SNIPER_RIFLE,SELECTED,1
ELIMINATORS__MODELS__LAS,LAS_FUSIL,SELECTED,1
ELIMINATORS__MODELS__LAS,BOLT_SNIPER_RIFLE,PRESERVE,90
ELIMINATORS__SERGEANT__SNIPER,BOLT_SNIPER_RIFLE,SELECTED,1
ELIMINATORS__SERGEANT__SNIPER,BOLT_SNIPER_RIFLE,PRESERVE,90
ELIMINATORS__SERGEANT__INSTIGATOR,ELIMINATOR_INSTIGATOR_BOLT_CARBINE,SELECTED,1
ELIMINATORS__SERGEANT__INSTIGATOR,BOLT_SNIPER_RIFLE,PRESERVE,90
ELIMINATORS__SERGEANT__LAS,LAS_FUSIL,SELECTED,1
ELIMINATORS__SERGEANT__LAS,BOLT_SNIPER_RIFLE,PRESERVE,90
OUTRIDERS__SERGEANT_MELEE__CHAIN,ASSAULT_INTERCESSORS_CHAINSWORD,SELECTED,1
OUTRIDERS__SERGEANT_MELEE__CHAIN,ASSAULT_INTERCESSORS_CHAINSWORD,PRESERVE,90
