Unit_ID,Ability_ID,Ability_Type
CAPTAIN_IN_PHOBOS_ARMOUR,MASTER_OF_DECEIT,ABILITY
CAPTAIN_IN_PHOBOS_ARMOUR,LEADER_CAPTAIN_IN_PHOBOS_ARMOUR,ABILITY
CAPTAIN_IN_PHOBOS_ARMOUR,INFILTRATORS,CORE_ABILITY
CAPTAIN_IN_PHOBOS_ARMOUR,STEALTH,CORE_ABILITY
CAPTAIN_IN_TERMINATOR_ARMOUR,RITES_OF_BATTLE,ABILITY
CAPTAIN_IN_TERMINATOR_ARMOUR,THE_IMPERIUMS_SWORD,ABILITY
CAPTAIN_IN_TERMINATOR_ARMOUR,LEADER_CAPTAIN_IN_TERMINATOR_ARMOUR,ABILITY
CAPTAIN_IN_TERMINATOR_ARMOUR,DEEP_STRIKE,CORE_ABILITY
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,ANGELS_WRATH,ABILITY
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,RITES_OF_BATTLE,ABILITY
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,RELIC_SHIELD,ABILITY
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,LEADER_CAPTAIN_WITH_JUMP_PACK,ABILITY
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,DEEP_STRIKE,CORE_ABILITY
CAPTAIN_WITH_JUMP_PACK,ANGELS_WRATH,ABILITY
CAPTAIN_WITH_JUMP_PACK,RITES_OF_BATTLE,ABILITY
CAPTAIN_WITH_JUMP_PACK,LEADER_CAPTAIN_WITH_JUMP_PACK,ABILITY
CAPTAIN_WITH_JUMP_PACK,DEEP_STRIKE,CORE_ABILITY
CENTURION_DEVASTATOR_SQUAD,DECIMATOR_PROTOCOLS,ABILITY
CHAPLAIN_BIKE,LITANY_OF_HATE,ABILITY
CHAPLAIN_BIKE,CATECHISM_OF_FIRE,ABILITY
CHAPLAIN_BIKE,LEADER_CHAPLAIN_ON_BIKE,ABILITY
CHAPLAIN_TERMINATOR,LITANY_OF_HATE,ABILITY
CHAPLAIN_TERMINATOR,RECITATION_OF_FAITH,ABILITY
CHAPLAIN_TERMINATOR,LEADER_CHAPLAIN_IN_TERMINATOR_ARMOUR,ABILITY
CHAPLAIN_TERMINATOR,DEEP_STRIKE,CORE_ABILITY
CHAPLAIN_TERMINATOR_SHIELD,LITANY_OF_HATE,ABILITY
CHAPLAIN_TERMINATOR_SHIELD,RECITATION_OF_FAITH,ABILITY
CHAPLAIN_TERMINATOR_SHIELD,RELIC_SHIELD,ABILITY
CHAPLAIN_TERMINATOR_SHIELD,LEADER_CHAPLAIN_IN_TERMINATOR_ARMOUR,ABILITY
CHAPLAIN_TERMINATOR_SHIELD,DEEP_STRIKE,CORE_ABILITY
NEW_CHAPLAIN_WITH_JUMP_PACK,LITANY_OF_HATE,ABILITY
NEW_CHAPLAIN_WITH_JUMP_PACK,NEW_EXHORTATION_OF_RAGE,ABILITY
NEW_CHAPLAIN_WITH_JUMP_PACK,LEADER_CHAPLAIN_WITH_JUMP_PACK,ABILITY
NEW_CHAPLAIN_WITH_JUMP_PACK,DEEP_STRIKE,CORE_ABILITY
COMPANY_HEROES,COMMAND_SQUAD,ABILITY
COMPANY_HEROES,ASTARTES_BANNER_CH,ABILITY
COMPANY_HEROES,COMPOSITION_CH,ABILITY
DARNATH_LYSANDER,ICON_OF_OBSTINACY,ABILITY
DARNATH_LYSANDER,RAMPART,ABILITY
DARNATH_LYSANDER,WRATH_OF_DORN,ABILITY
DARNATH_LYSANDER,INSPIRING_COMMANDER_LYSANDER,ABILITY
DARNATH_LYSANDER,DEEP_STRIKE,CORE_ABILITY
DEATHWING_KNIGHTS,INNER_CIRCLE,ABILITY
DEATHWING_KNIGHTS,Teleport_Homer,ABILITY
DEATHWING_KNIGHTS,WATCHER_IN_THE_DARK,ABILITY
DEATHWING_KNIGHTS,MATHAMMER_DEATHWING_KNIGHTS,ABILITY
DEATHWING_KNIGHTS,DEEP_STRIKE,CORE_ABILITY
DEATHWING_TERMINATORS,DEATHWING,ABILITY
DEATHWING_TERMINATORS,Teleport_Homer,ABILITY
DEATHWING_TERMINATORS,WATCHER_IN_THE_DARK,ABILITY
DEATHWING_TERMINATORS,DEEP_STRIKE,CORE_ABILITY
DESOLATION_SQUAD,TARGETER_OPTICS,ABILITY
ELIMINATOR_SQUAD,MARK_THE_TARGET,ABILITY
ELIMINATOR_SQUAD,REPOSITION_UNDER_COVERING_FIRE,ABILITY
ELIMINATOR_SQUAD,INFILTRATORS,CORE_ABILITY
ELIMINATOR_SQUAD,STEALTH,CORE_ABILITY
ERADICATOR_SQUAD_HEAVY_BOLTERS,NEW_OVERLAPPING_DETONATIONS,ABILITY
GLADIATOR_LANCER,AQUILON_OPTICS,ABILITY
GLADIATOR_LANCER,DEADLY_DEMISE_D3,CORE_ABILITY
GLADIATOR_LANCER,DAMAGED_1_4,CORE_ABILITY
GLADIATOR_REAPER,ROTATING_DEATH,ABILITY
GLADIATOR_REAPER,DEADLY_DEMISE_D3,CORE_ABILITY
GLADIATOR_REAPER,DAMAGED_1_4,CORE_ABILITY
GLADIATOR_VALIANT,FEROCIOUS_ASSAULT,ABILITY
GLADIATOR_VALIANT,DEADLY_DEMISE_D3,CORE_ABILITY
GLADIATOR_VALIANT,DAMAGED_1_4,CORE_ABILITY
HEAVY_INTERCESSORS,UNYIELDING_IN_THE_FACE_OF_THE_FOE,ABILITY
HELLBLASTER_SQUAD,FOR_THE_CHAPTER,ABILITY
IMPULSOR_Orbital,ASSAULT_VEHICLE,ABILITY
IMPULSOR_Orbital,SHIELD_DOME,ABILITY
IMPULSOR_Orbital,TRANSPORT_IMPULSOR,ABILITY
IMPULSOR_Orbital,FIRING_DECK_6,CORE_ABILITY
IMPULSOR_Orbital,DEADLY_DEMISE_D3,CORE_ABILITY
INCEPTORS_PLASMA,METEORIC_DESCENT,ABILITY
INCEPTORS_PLASMA,DEEP_STRIKE,CORE_ABILITY
INCURSORS,MULTI_SPECTRUM_ARRAY,ABILITY
INCURSORS,HAYWIRE_MINE,ABILITY
INCURSORS,SCOUTS_6,CORE_ABILITY
INFERNUS_SQUAD,INCENDIARY_TERROR,ABILITY
INFILTRATORS,OMNI_SCRAMBLERS,ABILITY
INFILTRATORS,HELIX_GAUNTLET,ABILITY
INFILTRATORS,INFILTRATOR_COMMS_ARRAY,ABILITY
INFILTRATORS,INFILTRATORS,CORE_ABILITY
INNER_CIRCLE_COMPANIONS,BRAZIERS_OF_JUDGEMENT,ABILITY
INNER_CIRCLE_COMPANIONS,ENMITY_FOR_THE_UNWORTHY,ABILITY
INTERCESSORS,OBJECTIVE_SECURED,ABILITY
INTERCESSORS,NEW_HAIL_OF_BOLTS,ABILITY
INVADER_ATV,OUTRIDER_ESCORT,ABILITY
INVICTOR_TACTICAL_WARSUIT,COMBAT_SUPPORT,ABILITY
INVICTOR_TACTICAL_WARSUIT,SCOUTS_8,CORE_ABILITY
INVICTOR_TACTICAL_WARSUIT,DEADLY_DEMISE_D3,CORE_ABILITY
IRON_FATHER_FEIRROS,INSPIRING_COMMANDER_FEIRROS,ABILITY
IRON_FATHER_FEIRROS,RITES_OF_TEMPERING,ABILITY
IRON_FATHER_FEIRROS,IRON_FATHER,ABILITY
IRON_FATHER_FEIRROS,MASTER_OF_THE_FORGE,ABILITY
JUDICIAR,TEMPORMORTIS,ABILITY
JUDICIAR,SILENT_FURY,ABILITY
JUDICIAR,MELEE_INVULNERABLE_SAVE_4,ABILITY
JUDICIAR,LEADER_JUDICIAR,ABILITY
KAYVAAN_SHRIKE,SHADOWMASTER,ABILITY
KAYVAAN_SHRIKE,ECHO_OF_THE_RAVENSPIRE,ABILITY
KAYVAAN_SHRIKE,INSPIRING_COMMANDER,ABILITY
KAYVAAN_SHRIKE,AETHON_SHAAN_AS_CHAPTER_MASTER,ABILITY
KAYVAAN_SHRIKE,DEEP_STRIKE,CORE_ABILITY
KAYVAAN_SHRIKE,STEALTH,CORE_ABILITY
KAYVAAN_SHRIKE,LONE_OPERATIVE,CORE_ABILITY
LAND_RAIDER_REDEEMER,ASSAULT_RAMP,ABILITY
LAND_RAIDER_REDEEMER,TRANSPORT_LAND_RAIDER_REDEEMER,ABILITY
LAND_RAIDER_REDEEMER,DEADLY_DEMISE_D6,CORE_ABILITY
LAND_RAIDER_REDEEMER,DAMAGED_1_5,CORE_ABILITY
LAND_SPEEDER,PURGATION_RUN,ABILITY
LAND_SPEEDER,DEEP_STRIKE,CORE_ABILITY
LAND_SPEEDER_VENGEANCE,STORM_OF_VENGEANCE,ABILITY
LAND_SPEEDER_VENGEANCE,DEADLY_DEMISE_D3,CORE_ABILITY
LIBRARIAN,PSYCHIC_HOOD,ABILITY
LIBRARIAN,MENTAL_FORTRESS_PSYCHIC,ABILITY
LIBRARIAN,LEADER_LIBRARIAN,ABILITY
LIBRARIAN_IN_PHOBOS_ARMOUR,PSYCHIC_HOOD,ABILITY
LIBRARIAN_IN_PHOBOS_ARMOUR,LEADER_LIBRARIAN_IN_PHOBOS_ARMOUR,ABILITY
LIBRARIAN_IN_PHOBOS_ARMOUR,SHROUDING,ABILITY
LIBRARIAN_IN_PHOBOS_ARMOUR,INFILTRATORS,CORE_ABILITY
LIBRARIAN_IN_TERMINATOR_ARMOUR,PSYCHIC_HOOD,ABILITY
LIBRARIAN_IN_TERMINATOR_ARMOUR,VEIL_OF_TIME_PSYCHIC,ABILITY
LIBRARIAN_IN_TERMINATOR_ARMOUR,LEADER_LIBRARIAN_IN_TERMINATOR_ARMOUR,ABILITY
LIBRARIAN_IN_TERMINATOR_ARMOUR,DEEP_STRIKE,CORE_ABILITY
LIEUTENANT_WITH_COMBI_WEAPON,PRIORITY_OBJECTIVE_IDENTIFIED,ABILITY
LIEUTENANT_WITH_COMBI_WEAPON,EVADE_AND_SURVIVE,ABILITY
LIEUTENANT_WITH_COMBI_WEAPON,FEEL_NO_PAIN_5,CORE_ABILITY
LIEUTENANT_WITH_COMBI_WEAPON,INFILTRATORS,CORE_ABILITY
LIEUTENANT_WITH_COMBI_WEAPON,LONE_OPERATIVE,CORE_ABILITY
LIEUTENANT_WITH_COMBI_WEAPON,STEALTH,CORE_ABILITY
LIEUTENANT_FIST_PLASMA,TACTICAL_PRECISION,ABILITY
LIEUTENANT_FIST_PLASMA,TARGET_PRIORITY,ABILITY
LIEUTENANT_FIST_PLASMA,SUPPORT_LIEUTENANT,ABILITY
LIEUTENANT_SWORD_AND_SHIELD,TACTICAL_PRECISION,ABILITY
LIEUTENANT_SWORD_AND_SHIELD,TARGET_PRIORITY,ABILITY
LIEUTENANT_SWORD_AND_SHIELD,STORM_SHIELD,ABILITY
LIEUTENANT_SWORD_AND_SHIELD,SUPPORT_LIEUTENANT,ABILITY
LIEUTENANT_IN_PHOBOS_ARMOUR,TACTICAL_PRECISION,ABILITY
LIEUTENANT_IN_PHOBOS_ARMOUR,STRATEGIC_DISPERSAL,ABILITY
LIEUTENANT_IN_PHOBOS_ARMOUR,SUPPORT_LIEUTENANT_IN_PHOBOS_ARMOUR,ABILITY
LIEUTENANT_IN_PHOBOS_ARMOUR,DEEP_STRIKE,CORE_ABILITY
LIEUTENANT_IN_PHOBOS_ARMOUR,INFILTRATORS,CORE_ABILITY
LIEUTENANT_IN_PHOBOS_ARMOUR,SCOUTS_6,CORE_ABILITY
LIEUTENANT_IN_REIVER_ARMOUR,TACTICAL_PRECISION,ABILITY
LIEUTENANT_IN_REIVER_ARMOUR,DEADLY_TERROR,ABILITY
LIEUTENANT_IN_REIVER_ARMOUR,SUPPORT_LIEUTENANT_IN_REIVER_ARMOUR,ABILITY
LIEUTENANT_IN_REIVER_ARMOUR,SCOUTS_6,CORE_ABILITY
LION_ELJONSON,PRIMARCH_OF_THE_FIRST_LEGION,ABILITY
LION_ELJONSON,THE_EMPERORS_SHIELD,ABILITY
LION_ELJONSON,DARK_ANGELS_BODYGUARD,ABILITY
LION_ELJONSON,FIGHTS_FIRST,CORE_ABILITY
LION_ELJONSON,DEEP_STRIKE,CORE_ABILITY
OUTRIDER_SQUAD,THUNDEROUS_IMPACT,ABILITY
PREDATOR_DESTRUCTOR,DESTRUCTOR,ABILITY
PREDATOR_DESTRUCTOR,DAMAGED_1_4,CORE_ABILITY
PREDATOR_DESTRUCTOR,DEADLY_DEMISE_D3,CORE_ABILITY
RAVENWING_COMMAND_SQUAD,ASTARTES_BANNER_ANCIENT,ABILITY
RAVENWING_COMMAND_SQUAD,HONOUR_OR_DEATH_CHAMPION,ABILITY
RAVENWING_COMMAND_SQUAD,NARTHECIUM_APOTHECARY,ABILITY
RAVENWING_COMMAND_SQUAD,RAVENWING_COMMAND_SQUAD_WARGEAR,ABILITY
RAVENWING_COMMAND_SQUAD,LEADER_RAVENWING_COMMAND_SQUAD,ABILITY
REDEMPTOR_PLASMA,DUTY_ETERNAL,ABILITY
REDEMPTOR_PLASMA,DEADLY_DEMISE_D3,CORE_ABILITY
REDEMPTOR_PLASMA,DAMAGED_1_4,CORE_ABILITY
REIVERS,TERROR_TROOPS_AURA,ABILITY
REIVERS,FEARSOME_ASSAULT,ABILITY
REIVERS,SCOUTS_6,CORE_ABILITY
REPULSOR,EMERGENCY_COMBAT_EMBARKATION,ABILITY
REPULSOR,TRANSPORT_REPULSOR,ABILITY
REPULSOR,DAMAGED_1_5,CORE_ABILITY
REPULSOR,DEADLY_DEMISE_D6,CORE_ABILITY
REPULSOR_EXECUTIONER,EXECUTIONER,ABILITY
REPULSOR_EXECUTIONER,TRANSPORT_REPULSOR_EXECUTIONER,ABILITY
REPULSOR_EXECUTIONER,DAMAGED_1_5,CORE_ABILITY
REPULSOR_EXECUTIONER,DEADLY_DEMISE_D6,CORE_ABILITY
RHINO,SELF_REPAIR,ABILITY
RHINO,DEADLY_DEMISE_D3,CORE_ABILITY
RHINO,FIRING_DECK_2,CORE_ABILITY
SCOUTS,GUERRILLA_TACTICS,ABILITY
SCOUTS,SCOUT_WARGEAR,ABILITY
SCOUTS,INFILTRATORS,CORE_ABILITY
SCOUTS,SCOUTS_6,CORE_ABILITY
STERNGUARD_VETS,STERNGUARD_FOCUS,ABILITY
STORM_SPEEDER_HAILSTRIKE,HAILSTRIKE,ABILITY
STORM_SPEEDER_HAILSTRIKE,DEEP_STRIKE,CORE_ABILITY
STORM_SPEEDER_HAILSTRIKE,DEADLY_DEMISE_D3,CORE_ABILITY
STORM_SPEEDER_HAMMERSTRIKE,HAMMERSTRIKE,ABILITY
STORM_SPEEDER_HAMMERSTRIKE,DEEP_STRIKE,CORE_ABILITY
STORM_SPEEDER_HAMMERSTRIKE,DEADLY_DEMISE_D3,CORE_ABILITY
STORM_SPEEDER_THUNDERSTRIKE,THUNDERSTRIKE,ABILITY
STORM_SPEEDER_THUNDERSTRIKE,DEEP_STRIKE,CORE_ABILITY
STORM_SPEEDER_THUNDERSTRIKE,DEADLY_DEMISE_D3,CORE_ABILITY
SUBODEN_KHAN,SPEAR_OF_CHOGORIS,ABILITY
SUBODEN_KHAN,SKILLED_RIDERS,ABILITY
SUBODEN_KHAN,WRATH_OF_THE_FIRST_KHAN,ABILITY
SUBODEN_KHAN,LEADER_SUBODEN_KHAN,CORE_ABILITY
SUPPRESSOR_SQUAD,SUPPRESSION_FIRE,ABILITY
SUPPRESSOR_SQUAD,DEEP_STRIKE,CORE_ABILITY
TECHMARINE,TECHMARINE,ABILITY
TECHMARINE,BLESSING_OF_THE_OMNISSIAH,ABILITY
TECHMARINE,VENGEANCE_OF_THE_OMNISSIAH,ABILITY
TECHMARINE,LEADER_TECHMARINE,ABILITY
TERMINATOR_ASSAULT_SQUAD,TERMINATUS_ASSAULT,ABILITY
TERMINATOR_ASSAULT_SQUAD,Teleport_Homer,ABILITY
TERMINATOR_ASSAULT_SQUAD,DEEP_STRIKE,CORE_ABILITY
TERMINATOR_SQUAD,Teleport_Homer,ABILITY
TERMINATOR_SQUAD,FURY_OF_THE_FIRST,ABILITY
TERMINATOR_SQUAD,DEEP_STRIKE,CORE_ABILITY
URIEL_VENTRIS,UNORTHODOX_STRATEGIST,ABILITY
URIEL_VENTRIS,MASTER_OF_THE_FLEET,ABILITY
VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,VANGUARD_ASSAULT,ABILITY
VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,STORM_SHIELD,ABILITY
VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,DEEP_STRIKE,CORE_ABILITY
VICTRIX_HONOUR_GUARD,ULTRAMARINES_HONOUR_GUARD,ABILITY
VICTRIX_HONOUR_GUARD,GLORY_OF_ULTRAMAR,ABILITY
VICTRIX_HONOUR_GUARD_ANCIENT,ULTRAMARINES_HONOUR_GUARD,ABILITY
VICTRIX_HONOUR_GUARD_ANCIENT,GLORY_OF_ULTRAMAR,ABILITY
VICTRIX_HONOUR_GUARD_ANCIENT,BANNER_OF_MACRAGGE,ABILITY
VICTRIX_HONOUR_GUARD_CHAMPION,ULTRAMARINES_HONOUR_GUARD,ABILITY
VICTRIX_HONOUR_GUARD_CHAMPION,GLORY_OF_ULTRAMAR,ABILITY
VICTRIX_HONOUR_GUARD_CHAMPION_ANCIENT,ULTRAMARINES_HONOUR_GUARD,ABILITY
VICTRIX_HONOUR_GUARD_CHAMPION_ANCIENT,GLORY_OF_ULTRAMAR,ABILITY
VICTRIX_HONOUR_GUARD_CHAMPION_ANCIENT,BANNER_OF_MACRAGGE,ABILITY
VULKAN_HESTAN,FORGEFATHER,ABILITY
VULKAN_HESTAN,SEEKER_OF_THE_UNFOUND,ABILITY
VULKAN_HESTAN,INSPIRING_COMMANDER_VULKAN,ABILITY
VULKAN_HESTAN,FEEL_NO_PAIN_6,CORE_ABILITY
drop_pod,DROP_POD_ASSAULT,ABILITY
drop_pod,COMBAT_DISEMBARKATION,ABILITY
drop_pod,DEPLOYMENT_COMPLETE,ABILITY
drop_pod,TRANSPORT_DROP_POD,ABILITY
drop_pod,DEADLY_DEMISE_1,CORE_ABILITY
drop_pod,DEEP_STRIKE,CORE_ABILITY
apothecary,APOTHECARY_NARTHECIUM,ABILITY
apothecary,APOTHECARY_GENE_SEED_RECOVERY,ABILITY
apothecary,APOTHECARY_SUPPORT,ABILITY
apothecary_biologis,SURGICAL_PRECISION,ABILITY
apothecary_biologis,VIVISPECTRUM,ABILITY
apothecary_biologis,APOTHECARY_BIOLOGIS_SUPPORT,ABILITY
ERADICATOR_SQUAD_MELTA,TOTAL_OBLITERATION,ABILITY
