Unit_ID,Option_Group_ID,Group_Label,Option_ID,Option_Name,Weapon_IDs,Ability_IDs,Points_Label_1,Points_Cost_1,Points_Label_2,Points_Cost_2,Default,Sort_Order,Legacy_Unit_IDs,Preserve_Weapon_IDs,Compatible_With
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_BOLTER_POWER_WEAPON,Bolt Pistol + Master-crafted Bolter + Master-crafted Power Weapon,"CAPTAIN_BOLT_PISTOL, CAPTAIN_MASTER_CRAFTED_BOLTER, CAPTAIN_MASTER_CRAFTED_POWER_WEAPON",,,,,,FALSE,2,,,
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_BOLTER_FIST,Bolt Pistol + Master-crafted Bolter + Power Fist,"CAPTAIN_BOLT_PISTOL, CAPTAIN_MASTER_CRAFTED_BOLTER, CAPTAIN_POWER_FIST",,,,,,FALSE,3,,,
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_HBP_FIST,Heavy Bolt Pistol + Power Fist,"CAPTAIN_HEAVY_BOLT_PISTOL, CAPTAIN_POWER_FIST",,,,,,FALSE,4,,,
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_HBP_POWER_WEAPON,Heavy Bolt Pistol + Master-crafted Power Weapon,"CAPTAIN_HEAVY_BOLT_PISTOL, CAPTAIN_MASTER_CRAFTED_POWER_WEAPON",,,,,,FALSE,5,,,
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_VOLKITE_FIST,Neo-volkite Pistol + Power Fist,"CAPTAIN_NEO_VOLKITE_PISTOL, CAPTAIN_POWER_FIST",,,,,,FALSE,6,,,
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_VOLKITE_POWER_WEAPON,Neo-volkite Pistol + Master-crafted Power Weapon,"CAPTAIN_NEO_VOLKITE_PISTOL, CAPTAIN_MASTER_CRAFTED_POWER_WEAPON",,,,,,FALSE,7,,,
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_PLASMA_FIST,Plasma Pistol + Power Fist,"CAPTAIN_PLASMA_PISTOL_STANDARD, CAPTAIN_PLASMA_PISTOL_SUPERCHARGE, CAPTAIN_POWER_FIST",,,,,,FALSE,8,,,
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,Loadout,CAPTAIN_PLASMA_POWER_WEAPON,Plasma Pistol + Master-crafted Power Weapon,"CAPTAIN_PLASMA_PISTOL_STANDARD, CAPTAIN_PLASMA_PISTOL_SUPERCHARGE, CAPTAIN_MASTER_CRAFTED_POWER_WEAPON",,,,,,FALSE,9,,,
CAPTAIN_SWORD_SHIELD,CAPTAIN_SHIELD_LOADOUT,Shield Loadout,CAPTAIN_SHIELD_LOADOUT,Heavy Bolt Pistol + Master-crafted Power Weapon,"CAPTAIN_HEAVY_BOLT_PISTOL, CAPTAIN_MASTER_CRAFTED_POWER_WEAPON",,,,,,TRUE,1,,,
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,Loadout,GRAVIS_CAPTAIN_DEFAULT,Master-crafted Heavy Bolt Rifle + Master-crafted Power Weapon,"GRAVIS_CAPTAIN_MC_HEAVY_BOLT_RIFLE, GRAVIS_CAPTAIN_MC_POWER_WEAPON",,,,,,TRUE,1,,,
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,Loadout,GRAVIS_CAPTAIN_CHAIN,Boltstorm Gauntlet + Power Fist + Relic Chainsword,"GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET, GRAVIS_CAPTAIN_POWER_FIST, GRAVIS_CAPTAIN_RELIC_CHAINSWORD",,,,,,FALSE,2,,,
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,Loadout,GRAVIS_CAPTAIN_BLADE,Boltstorm Gauntlet + Power Fist + Relic Blade,"GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET, GRAVIS_CAPTAIN_POWER_FIST, GRAVIS_CAPTAIN_RELIC_BLADE",,,,,,FALSE,3,,,
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,Loadout,GRAVIS_CAPTAIN_FIST,Boltstorm Gauntlet + Power Fist + Relic Fist,"GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET, GRAVIS_CAPTAIN_POWER_FIST, GRAVIS_CAPTAIN_RELIC_FIST",,,,,,FALSE,4,,,
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_RANGED,Ranged Weapon,CAPTAIN_TERM_STORM,Storm Bolter,CAPTAIN_TERM_STORM_BOLTER,,,,,,TRUE,1,,,
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_RANGED,Ranged Weapon,CAPTAIN_TERM_COMBI,Combi-weapon,CAPTAIN_TERM_COMBI_WEAPON,,,,,,FALSE,2,,,
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_MELEE,Melee Weapon,CAPTAIN_TERM_RELIC,Relic Weapon,CAPTAIN_TERM_RELIC_WEAPON,,,,,,TRUE,1,,,
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_MELEE,Melee Weapon,CAPTAIN_TERM_FIST,Relic Fist,CAPTAIN_TERM_RELIC_FIST,,,,,,FALSE,2,,,
LIEUTENANT_FIST_PLASMA,LT_PISTOL,Pistol,LT_PISTOL_BOLT,Bolt Pistol,LIEUTENANT_BOLT_PISTOL,,,,,,TRUE,1,,,
LIEUTENANT_FIST_PLASMA,LT_PISTOL,Pistol,LT_PISTOL_HEAVY,Heavy Bolt Pistol,LIEUTENANT_HEAVY_BOLT_PISTOL,,,,,,FALSE,2,,,
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,Master-crafted Bolter Slot,LT_SLOT2_BOLTER,Master-crafted Bolter,LIEUTENANT_MASTER_CRAFTED_BOLTER,,,,,,TRUE,1,,,
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,Master-crafted Bolter Slot,LT_SLOT2_PLASMA,Plasma Pistol,"LIEUTENANT_PLASMA_PISTOL_STANDARD, LIEUTENANT_PLASMA_PISTOL_SUPERCHARGE",,,,,,FALSE,2,,,
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,Master-crafted Bolter Slot,LT_SLOT2_POWER,Master-crafted Power Weapon,LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON,,,,,,FALSE,3,,,
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,Master-crafted Bolter Slot,LT_SLOT2_FIST,Power Fist,LIEUTENANT_POWER_FIST,,,,,,FALSE,4,,,
LIEUTENANT_FIST_PLASMA,LT_MELEE_SLOT,Close Combat Weapon Slot,LT_MELEE_CCW,Close Combat Weapon,LIEUTENANT_CLOSE_COMBAT_WEAPON,,,,,,TRUE,1,,,
LIEUTENANT_FIST_PLASMA,LT_MELEE_SLOT,Close Combat Weapon Slot,LT_MELEE_POWER,Master-crafted Power Weapon,LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON,,,,,,FALSE,2,,,
LIEUTENANT_FIST_PLASMA,LT_MELEE_SLOT,Close Combat Weapon Slot,LT_MELEE_FIST,Power Fist,LIEUTENANT_POWER_FIST,,,,,,FALSE,3,,,
LIEUTENANT_SWORD_AND_SHIELD,LT_SHIELD_LOADOUT,Shield Loadout,LT_SHIELD_LOADOUT,Neo-volkite Pistol + Master-crafted Power Weapon,"LIEUTENANT_NEO_VOLKITE_PISTOL, LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON",,,,,,TRUE,1,,,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_BOLT,Bolt Pistol,CHAPLAIN_JUMP_BOLT_PISTOL,,,,,,TRUE,1,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_BOLTGUN_OPT,Boltgun,CHAPLAIN_JUMP_BOLTGUN,,,,,,FALSE,2,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_COMBI,Combi-weapon,CHAPLAIN_JUMP_COMBI_WEAPON,,,,,,FALSE,3,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_GRAV,Grav-pistol,CHAPLAIN_JUMP_GRAV_PISTOL,,,,,,FALSE,4,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_FLAMER,Hand flamer,CHAPLAIN_JUMP_HAND_FLAMER,,,,,,FALSE,5,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_INFERNO,Inferno pistol,CHAPLAIN_JUMP_INFERNO_PISTOL,,,,,,FALSE,6,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_PLASMA,Plasma pistol,"CHAPLAIN_JUMP_PLASMA_PISTOL_STANDARD, CHAPLAIN_JUMP_PLASMA_PISTOL_SUPERCHARGE",,,,,,FALSE,7,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_STORM,Storm bolter,CHAPLAIN_JUMP_STORM_BOLTER,,,,,,FALSE,8,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_FIST,Power fist,CHAPLAIN_JUMP_POWER_FIST,,,,,,FALSE,9,,CROZIUS_ARCANUM,
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_ABSOLVOR,Absolvor bolt pistol,CHAPLAIN_JUMP_ABSOLVOR_BOLT_PISTOL,,,,,,FALSE,10,,CROZIUS_ARCANUM,
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,Loadout,ERADICATORS_HEAVY_BOLTERS,Heavy Bolters,HEAVY_BOLTER_ERADICATORS,,,,,,TRUE,1,NEW_ERADICATOR_SQUAD_WITH_HEAVY_BOLTERS,"BOLT_PISTOL_INTERCESSORS, CLOSE_COMBAT_WEAPON_INTERCESSORS",
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,Loadout,ERADICATORS_MELTA,Melta Rifle,"MELTA_RIFLE, MULTI_MELTA_ERADICATORS",,,,,,FALSE,2,ERADICATOR_SQUAD_MELTA,"BOLT_PISTOL_INTERCESSORS, CLOSE_COMBAT_WEAPON_INTERCESSORS",
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,Main Gun,REDEMPTOR_MACRO_PLASMA,Macro Plasma Incinerator,"MACRO_PLASMA_INCINERATOR_STANDARD, MACRO_PLASMA_INCINERATOR_SUPERCHARGE",,,,,,TRUE,1,,"ONSLAUGHT_GATLING_CANNON, TWIN_STORM_BOLTER, ICARUS_ROCKET_POD, REDEMPTOR_FIST",
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,Main Gun,REDEMPTOR_HEAVY_ONSLAUGHT,Heavy Onslaught Gatling Cannon,HEAVY_ONSLAUGHT_GATLING_CANNON,,,,,,FALSE,2,,"ONSLAUGHT_GATLING_CANNON, TWIN_STORM_BOLTER, ICARUS_ROCKET_POD, REDEMPTOR_FIST",
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,Main Weapon,INCEPTORS_PLASMA_EXTERMINATORS,Plasma Exterminators,"PLASMA_EXTERMINATORS_STANDARD, PLASMA_EXTERMINATORS_SUPERCHARGE",,,,,,TRUE,1,,CLOSE_COMBAT_WEAPON_INTERCESSORS,
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,Main Weapon,INCEPTORS_ASSAULT_BOLTERS,Assault Bolters,ASSAULT_BOLTERS,,,,,,FALSE,2,INCEPTORS_BOLTERS,CLOSE_COMBAT_WEAPON_INTERCESSORS,
ANCIENT_IN_TERMINATOR_ARMOUR_HAMMER,ANCIENT_TERM_LOADOUT,Loadout,ANCIENT_TERM_HAMMER_SHIELD,Thunder Hammer,THUNDER_HAMMER_ANCIENT,STORM_SHIELD_TERMINATORS,,,,,TRUE,1,,,
ANCIENT_IN_TERMINATOR_ARMOUR_HAMMER,ANCIENT_TERM_LOADOUT,Loadout,ANCIENT_TERM_STORM_BOLTER_FIST,Storm Bolter,"STORM_BOLTER_TERMINATORS, POWER_FIST_ANCIENT",,,,,,FALSE,2,ANCIENT_IN_TERMINATOR_ARMOUR_FIST,,
TERMINATOR_ASSAULT_SQUAD,ASSAULT_TERMINATOR_LOADOUT,Loadout,ASSAULT_TERMINATORS_CLAWS,Twin Lightning Claws,TWIN_LIGHTNING_CLAWS,,x5,155,x10,310,TRUE,1,,,
TERMINATOR_ASSAULT_SQUAD,ASSAULT_TERMINATOR_LOADOUT,Loadout,ASSAULT_TERMINATORS_HAMMER,Thunder Hammer,THUNDER_HAMMER_TERMINATORS,STORM_SHIELD_TERMINATORS,x5,180,x10,360,FALSE,2,TERMINATOR_ASSAULT_SQUAD_HAMMER,,
