Weapon_ID,Weapon_Ability_ID,Ability_Type,Target,Value,Condition,Separator_Before,Sort_Order
PAIRED_COMBAT_BLADES,PAIRED_COMBAT_BLADES:ability_1,SUSTAINED HITS,,1,,,1
PHASE_SWORD_AND_POISON_BLADES,PHASE_SWORD_AND_POISON_BLADES:ability_1,LETHAL HITS,,,,,1
PHASE_SWORD_AND_POISON_BLADES,PHASE_SWORD_AND_POISON_BLADES:ability_2,PRECISION,,,,", ",2
PLASMA_PISTOL_STANDARD_LEADER,PLASMA_PISTOL_STANDARD_LEADER:ability_1,CLOSE-QUARTERS,,,,,1
PLASMA_PISTOL_SUPERCHARGE_LEADER,PLASMA_PISTOL_SUPERCHARGE_LEADER:ability_1,CLOSE-QUARTERS,,,,,1
PLASMA_PISTOL_SUPERCHARGE_LEADER,PLASMA_PISTOL_SUPERCHARGE_LEADER:ability_2,HAZARDOUS,,,,", ",2
PLASMA_PISTOL_STANDARD_TROOPS,PLASMA_PISTOL_STANDARD_TROOPS:ability_1,PISTOL,,,,,1
PLASMA_PISTOL_SUPERCHARGE_TROOPS,PLASMA_PISTOL_SUPERCHARGE_TROOPS:ability_1,PISTOL,,,,,1
PLASMA_STORM_BATTERY_STANDARD,PLASMA_STORM_BATTERY_STANDARD:ability_1,TWIN-LINKED,,,,,1
PLASMA_STORM_BATTERY_STANDARD,PLASMA_STORM_BATTERY_STANDARD:ability_2,BLAST,,,,", ",2
PLASMA_STORM_BATTERY_SUPERCHARGE,PLASMA_STORM_BATTERY_SUPERCHARGE:ability_1,TWIN-LINKED,,,,,1
PLASMA_STORM_BATTERY_SUPERCHARGE,PLASMA_STORM_BATTERY_SUPERCHARGE:ability_2,BLAST,,,,", ",2
PLASMA_STORM_BATTERY_SUPERCHARGE,PLASMA_STORM_BATTERY_SUPERCHARGE:ability_3,HAZARDOUS,,,,", ",3
PLASMA_TALON_STANDARD,PLASMA_TALON_STANDARD:ability_1,RAPID FIRE,,1,,,1
PREDATOR_AUTOCANNON,PREDATOR_AUTOCANNON:ability_1,RAPID FIRE,,2,,,1
RELIC_WEAPON_KNIGHTS,RELIC_WEAPON_KNIGHTS:ability_1,LETHAL HITS,,,,,1
SCOUT_SNIPER_RIFLE,SCOUT_SNIPER_RIFLE:ability_1,HEAVY,,,,,1
SCOUT_SNIPER_RIFLE,SCOUT_SNIPER_RIFLE:ability_2,PRECISION,,,,", ",2
SERVO_ARM,SERVO_ARM:ability_1,EXTRA ATTACKS,,,,,1
SPEAR_OF_VULKAN,SPEAR_OF_VULKAN:ability_1,DEVASTATING WOUNDS,,,,,1
STERNGUARD_BOLT_PISTOL,STERNGUARD_BOLT_PISTOL:ability_1,DEVASTATING WOUNDS,,,,,1
STERNGUARD_BOLT_PISTOL,STERNGUARD_BOLT_PISTOL:ability_2,PISTOL,,,,", ",2
STORM_BOLTER_LEADERS,STORM_BOLTER_LEADERS:ability_1,RAPID FIRE,,2,,,1
STORM_BOLTER_TERMINATORS,STORM_BOLTER_TERMINATORS:ability_1,RAPID FIRE,,2,,,1
STORM_BOLTER_X2,STORM_BOLTER_X2:ability_1,RAPID FIRE,,4,,,1
SUNDERING_STRIKE,SUNDERING_STRIKE:ability_1,ANTI,MONSTER,4+,,,1
SUNDERING_STRIKE,SUNDERING_STRIKE:ability_2,LANCE,,,,", ",2
SWORD_OF_IDAEUS,SWORD_OF_IDAEUS:ability_1,SUSTAINED HITS,,1,,,1
TEMPEST_BOLTER_X2,TEMPEST_BOLTER_X2:ability_1,RAPID FIRE,,8,,,1
THE_RAVENS_TALONS,THE_RAVENS_TALONS:ability_1,PRECISION,,,,,1
THE_RAVENS_TALONS,THE_RAVENS_TALONS:ability_2,TWIN-LINKED,,,,", ",2
THE_SWORD_OF_SECRETS,THE_SWORD_OF_SECRETS:ability_1,DEVASTATING WOUNDS,,,,,1
THE_SWORD_OF_SILENCE,THE_SWORD_OF_SILENCE:ability_1,PRECISION,,,,,1
THE_VERDICT_OF_HALCYON_ANCIENT_EXECUTIONER_RELIC_BLADE,THE_VERDICT_OF_HALCYON_ANCIENT_EXECUTIONER_RELIC_BLADE:ability_1,DEVASTATING WOUNDS,,,,,1
THE_VERDICT_OF_HALCYON_ANCIENT_EXECUTIONER_RELIC_BLADE,THE_VERDICT_OF_HALCYON_ANCIENT_EXECUTIONER_RELIC_BLADE:ability_2,PRECISION,,,,", ",2
THUNDER_HAMMER,THUNDER_HAMMER:ability_1,DEVASTATING WOUNDS,,,,,1
THUNDER_HAMMER_ANCIENT,THUNDER_HAMMER_ANCIENT:ability_1,DEVASTATING WOUNDS,,,,,1
THUNDER_HAMMER_TERMINATORS,THUNDER_HAMMER_TERMINATORS:ability_1,DEVASTATING WOUNDS,,,,,1
THUNDER_HAMMER_TROOPS,THUNDER_HAMMER_TROOPS:ability_1,DEVASTATING WOUNDS,,,,,1
TWIN_ASSAULT_CANNON,TWIN_ASSAULT_CANNON:ability_1,DEVASTATING WOUNDS,,,,,1
TWIN_ASSAULT_CANNON,TWIN_ASSAULT_CANNON:ability_2,TWIN-LINKED,,,,", ",2
TWIN_BOLT_RIFLE,TWIN_BOLT_RIFLE:ability_1,TWIN-LINKED,,,,,1
TWIN_HEAVY_BOLTER,TWIN_HEAVY_BOLTER:ability_1,SUSTAINED HITS,,1,,,1
TWIN_HEAVY_BOLTER,TWIN_HEAVY_BOLTER:ability_2,TWIN-LINKED,,,,", ",2
TWIN_HEAVY_ONSLAUGHT_GATLING_CANNON,TWIN_HEAVY_ONSLAUGHT_GATLING_CANNON:ability_1,DEVASTATING WOUNDS,,,,,1
TWIN_HEAVY_ONSLAUGHT_GATLING_CANNON,TWIN_HEAVY_ONSLAUGHT_GATLING_CANNON:ability_2,TWIN-LINKED,,,,", ",2
TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER,TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER:ability_1,ANTI,FLY,4+,,,1
TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER,TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER:ability_2,RAPID FIRE,,3,,", ",2
TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER,TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER:ability_3,TWIN-LINKED,,,,", ",3
TWIN_ICARUS_ROCKET_POD,TWIN_ICARUS_ROCKET_POD:ability_1,ANTI,FLY,2+,,,1
TWIN_ICARUS_ROCKET_POD,TWIN_ICARUS_ROCKET_POD:ability_2,TWIN-LINKED,,,,", ",2
TWIN_IRONHAIL_AUTOCANNON,TWIN_IRONHAIL_AUTOCANNON:ability_1,TWIN-LINKED,,,,,1
TWIN_IRONHAIL_HEAVY_STUBBER,TWIN_IRONHAIL_HEAVY_STUBBER:ability_1,RAPID FIRE,,3,,,1
TWIN_IRONHAIL_HEAVY_STUBBER,TWIN_IRONHAIL_HEAVY_STUBBER:ability_2,TWIN-LINKED,,,,", ",2
TWIN_LASCANNON,TWIN_LASCANNON:ability_1,TWIN-LINKED,,,,,1
TWIN_LIGHTNING_CLAWS,TWIN_LIGHTNING_CLAWS:ability_1,TWIN-LINKED,,,,,1
TWIN_MULTI_MELTA,TWIN_MULTI_MELTA:ability_1,MELTA,,2,,,1
TWIN_MULTI_MELTA,TWIN_MULTI_MELTA:ability_2,TWIN-LINKED,,,,", ",2
TWIN_POWER_FISTS,TWIN_POWER_FISTS:ability_1,TWIN-LINKED,,,,,1
TWIN_STORM_BOLTER,TWIN_STORM_BOLTER:ability_1,RAPID FIRE,,2,,,1
TWIN_STORM_BOLTER,TWIN_STORM_BOLTER:ability_2,TWIN-LINKED,,,,", ",2
TYRNAK_AND_FENRIR,TYRNAK_AND_FENRIR:ability_1,EXTRA ATTACKS,,,,,1
THUNDER_HAMMER_JUMP_CAPTAIN,THUNDER_HAMMER_JUMP_CAPTAIN:ability_1,DEVASTATING WOUNDS,,,,,1
TWIN_LAS_TALON,TWIN_LAS_TALON:ability_1,TWIN-LINKED,,,,,1
CAPTAIN_JUMP_HAND_FLAMER,CAPTAIN_JUMP_HAND_FLAMER:ability_1,CLOSE-QUARTERS,,,,,1
CAPTAIN_JUMP_HAND_FLAMER,CAPTAIN_JUMP_HAND_FLAMER:ability_2,TORRENT,,,,", ",2
CAPTAIN_JUMP_THUNDER_HAMMER,CAPTAIN_JUMP_THUNDER_HAMMER:ability_1,DEVASTATING WOUNDS,,,,,1
CAPTAIN_BOLT_PISTOL,CAPTAIN_BOLT_PISTOL:ability_1,PISTOL,,,,,1
CAPTAIN_HEAVY_BOLT_PISTOL,CAPTAIN_HEAVY_BOLT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
CAPTAIN_NEO_VOLKITE_PISTOL,CAPTAIN_NEO_VOLKITE_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
CAPTAIN_NEO_VOLKITE_PISTOL,CAPTAIN_NEO_VOLKITE_PISTOL:ability_2,DEVASTATING WOUNDS,,,,", ",2
CAPTAIN_PLASMA_PISTOL_STANDARD,CAPTAIN_PLASMA_PISTOL_STANDARD:ability_1,CLOSE-QUARTERS,,,,,1
CAPTAIN_PLASMA_PISTOL_SUPERCHARGE,CAPTAIN_PLASMA_PISTOL_SUPERCHARGE:ability_1,CLOSE-QUARTERS,,,,,1
CAPTAIN_PLASMA_PISTOL_SUPERCHARGE,CAPTAIN_PLASMA_PISTOL_SUPERCHARGE:ability_2,HAZARDOUS,,,,", ",2
GRAVIS_CAPTAIN_RELIC_CHAINSWORD,GRAVIS_CAPTAIN_RELIC_CHAINSWORD:ability_1,EXTRA ATTACKS,,,,,1
GRAVIS_CAPTAIN_RELIC_BLADE,GRAVIS_CAPTAIN_RELIC_BLADE:ability_1,EXTRA ATTACKS,,,,,1
GRAVIS_CAPTAIN_RELIC_FIST,GRAVIS_CAPTAIN_RELIC_FIST:ability_1,EXTRA ATTACKS,,,,,1
CAPTAIN_TERM_STORM_BOLTER,CAPTAIN_TERM_STORM_BOLTER:ability_1,RAPID FIRE,,2,,,1
PHOBOS_CAPTAIN_INSTIGATOR_BOLT_CARBINE,PHOBOS_CAPTAIN_INSTIGATOR_BOLT_CARBINE:ability_1,PRECISION,,,,,1
CHAPLAIN_JUMP_GRAV_PISTOL,CHAPLAIN_JUMP_GRAV_PISTOL:ability_1,ANTI,VEHICLE,2+,,,1
CHAPLAIN_JUMP_GRAV_PISTOL,CHAPLAIN_JUMP_GRAV_PISTOL:ability_2,PISTOL,,,,", ",2
CHAPLAIN_JUMP_INFERNO_PISTOL,CHAPLAIN_JUMP_INFERNO_PISTOL:ability_1,MELTA,,2,,,1
CHAPLAIN_JUMP_INFERNO_PISTOL,CHAPLAIN_JUMP_INFERNO_PISTOL:ability_2,PISTOL,,,,", ",2
CHAPLAIN_JUMP_PLASMA_PISTOL_STANDARD,CHAPLAIN_JUMP_PLASMA_PISTOL_STANDARD:ability_1,PISTOL,,,,,1
CHAPLAIN_JUMP_PLASMA_PISTOL_SUPERCHARGE,CHAPLAIN_JUMP_PLASMA_PISTOL_SUPERCHARGE:ability_1,HAZARDOUS,,,,,1
CHAPLAIN_JUMP_PLASMA_PISTOL_SUPERCHARGE,CHAPLAIN_JUMP_PLASMA_PISTOL_SUPERCHARGE:ability_2,PISTOL,,,,", ",2
ABSOLVOR_BOLT_PISTOL,CHAPLAIN_JUMP_ABSOLVOR_BOLT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
BOLT_PISTOL_X4_CH,BOLT_PISTOL_X4_CH:ability_1,PISTOL,,,,,1
MASTER_CRAFTED_BOLT_RIFLE_X1_CH,MASTER_CRAFTED_BOLT_RIFLE_X1_CH:ability_1,DEVASTATING WOUNDS,,,,,1
MASTER_CRAFTED_BOLT_RIFLE_X1_CH,MASTER_CRAFTED_BOLT_RIFLE_X1_CH:ability_2,RAPID FIRE,,1,,", ",2
MASTER_CRAFTED_HEAVY_BOLTER_X1_CH,MASTER_CRAFTED_HEAVY_BOLTER_X1_CH:ability_1,HEAVY,,,,,1
MASTER_CRAFTED_HEAVY_BOLTER_X1_CH,MASTER_CRAFTED_HEAVY_BOLTER_X1_CH:ability_2,SUSTAINED HITS,,2,,", ",2
MASTER_CRAFTED_POWER_WEAPON_X1_CH,MASTER_CRAFTED_POWER_WEAPON_X1_CH:ability_1,PRECISION,,,,,1
HEAVY_BOLT_PISTOL_CAPTAIN_WITH_RELIC_SHIELD,HEAVY_BOLT_PISTOL_CAPTAIN_WITH_RELIC_SHIELD:ability_1,CLOSE-QUARTERS,,,,,1
BOLT_PISTOL,BOLT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
INTERCESSORS_BOLT_PISTOL,INTERCESSORS_BOLT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
INTERCESSORS_BOLT_RIFLE_FOCUSED,INTERCESSORS_BOLT_RIFLE_FOCUSED:ability_1,HEAVY,,,,,1
INTERCESSORS_BOLT_RIFLE_FOCUSED,INTERCESSORS_BOLT_RIFLE_FOCUSED:ability_2,RAPID FIRE,,1,,", ",2
INTERCESSORS_BOLT_RIFLE_SATURATION,INTERCESSORS_BOLT_RIFLE_SATURATION:ability_1,ASSAULT,,,,,1
INTERCESSORS_BOLT_RIFLE_SATURATION,INTERCESSORS_BOLT_RIFLE_SATURATION:ability_2,RAPID FIRE,,1,,", ",2
INTERCESSORS_GRENADE_LAUNCHER_FRAG,INTERCESSORS_GRENADE_LAUNCHER_FRAG:ability_1,BLAST,,1,,,1
INTERCESSORS_GRENADE_LAUNCHER_KRAK,INTERCESSORS_GRENADE_LAUNCHER_KRAK:ability_1,RAPID FIRE,,1,,,1
INTERCESSORS_HAND_FLAMER,INTERCESSORS_HAND_FLAMER:ability_1,CLOSE-QUARTERS,,,,,1
INTERCESSORS_HAND_FLAMER,INTERCESSORS_HAND_FLAMER:ability_2,TORRENT,,,,", ",2
INTERCESSORS_PLASMA_PISTOL_STANDARD,INTERCESSORS_PLASMA_PISTOL_STANDARD:ability_1,CLOSE-QUARTERS,,,,,1
INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED:ability_1,CLOSE-QUARTERS,,,,,1
INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED,INTERCESSORS_PLASMA_PISTOL_SUPERCHARGED:ability_2,HAZARDOUS,,,,", ",2
INTERCESSORS_THUNDER_HAMMER,INTERCESSORS_THUNDER_HAMMER:ability_1,DEVASTATING WOUNDS,,,,,1
ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_RANGED,ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_RANGED:ability_1,RAPID FIRE,,2,,,1
ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_RANGED,ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_RANGED:ability_2,SUSTAINED HITS,,1,,", ",2
ROBOUTE_GUILLIMAN_EMPERORS_SWORD,ROBOUTE_GUILLIMAN_EMPERORS_SWORD:ability_1,CLEAVE,,2,,,1
ROBOUTE_GUILLIMAN_EMPERORS_SWORD,ROBOUTE_GUILLIMAN_EMPERORS_SWORD:ability_2,DEVASTATING WOUNDS,,,,", ",2
ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_MELEE,ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_MELEE:ability_1,LETHAL HITS,,,,,1
MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_RANGED,MARNEUS_CALGAR_GAUNTLETS_RANGED_CLOSE_QUARTERS,CLOSE-QUARTERS,,,,,1
MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_RANGED,MARNEUS_CALGAR_GAUNTLETS_RANGED_TWIN_LINKED,TWIN-LINKED,,,,,2
MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_MELEE,MARNEUS_CALGAR_GAUNTLETS_MELEE_TWIN_LINKED,TWIN-LINKED,,,,,1
MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_OVERHEAD_SMASH,MARNEUS_CALGAR_OVERHEAD_SMASH_EXTRA_ATTACKS,EXTRA ATTACKS,,,,,1
MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_OVERHEAD_SMASH,MARNEUS_CALGAR_OVERHEAD_SMASH_TWIN_LINKED,TWIN-LINKED,,,,,2
