Unit_ID,Layout_Row_ID,Weapon_ID,Row_Type,Row_Label,Sort_Order,Quantity
CAPTAIN_IN_TERMINATOR_ARMOUR,,CAPTAIN_TERM_STORM_BOLTER,,,,
CAPTAIN_IN_TERMINATOR_ARMOUR,,CAPTAIN_JUMP_RELIC_WEAPON,,,,
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,,HEAVY_BOLT_PISTOL_CAPTAIN,,,,
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,,CAPTAIN_JUMP_ASTARTES_CHAINSWORD,,,,
CAPTAIN_WITH_JUMP_PACK,,HEAVY_BOLT_PISTOL_CAPTAIN,,,,
CAPTAIN_WITH_JUMP_PACK,,CAPTAIN_JUMP_ASTARTES_CHAINSWORD,,,,
CENTURION_DEVASTATOR_SQUAD,,CENTURION_TWIN_LASCANNON,,,,
CENTURION_DEVASTATOR_SQUAD,,CENTURION_MISSILE_LAUNCHER,,,,
CENTURION_DEVASTATOR_SQUAD,,CENTURION_FISTS,,,,
DEATHWING_KNIGHTS,,GREAT_WEAPON_OF_THE_UNFORGIVEN,,,,
DEATHWING_KNIGHTS,,MACE_OF_ABSOLUTION,,,,
DEATHWING_TERMINATORS,,STORM_BOLTER_TERMINATORS,,,,
DEATHWING_TERMINATORS,,CYCLONE_MISSLINE_FRAG,,,,
DEATHWING_TERMINATORS,,CYCLONE_MISSLINE_KRAK,,,,
DEATHWING_TERMINATORS,,ASSAULT_CANNON_DEATHWING_TERMINATORS,,,,
DEATHWING_TERMINATORS,,HEAVY_FLAMER_DEATHWING_TERMINATORS,,,,
DEATHWING_TERMINATORS,,PLASMA_CANNON_STANDARD_DEATHWING_TERMINATORS,,,,
DEATHWING_TERMINATORS,,PLASMA_CANNON_SUPERCHARGE_DEATHWING_TERMINATORS,,,,
DEATHWING_TERMINATORS,,POWER_FIST_TERMINATORS,,,,
DEATHWING_TERMINATORS,,CHAINFIST,,,,
DEATHWING_TERMINATORS,,POWER_WEAPON_TERMINATOR_SERGEANT,,,,
DESOLATION_SQUAD,,CASTELLAN_LAUNCHER,,,,
DESOLATION_SQUAD,,VENGOR_LAUNCHER,,,,
DESOLATION_SQUAD,,SUPERKRAK_ROCKET_LAUNCHER,,,,
DESOLATION_SQUAD,,BOLT_PISTOL_INTERCESSORS,,,,
DESOLATION_SQUAD,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
ELIMINATOR_SQUAD,,BOLT_SNIPER_RIFLE,,,,
ELIMINATOR_SQUAD,,BOLT_PISTOL_INTERCESSORS,,,,
ELIMINATOR_SQUAD,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
ERADICATOR_SQUAD_HEAVY_BOLTERS,,BOLT_PISTOL_INTERCESSORS,,,,
ERADICATOR_SQUAD_HEAVY_BOLTERS,,HEAVY_BOLTER_ERADICATORS,,,,
ERADICATOR_SQUAD_HEAVY_BOLTERS,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
GLADIATOR_LANCER,,LANCER_LASER_DESTROYER,,,,
GLADIATOR_LANCER,,ICARUS_ROCKET_POD,,,,
GLADIATOR_LANCER,,IRONHAIL_HEAVY_STUBBER,,,,
GLADIATOR_LANCER,,STORM_BOLTER_X2,,,,
GLADIATOR_LANCER,,ARMOURED_HULL,,,,
GLADIATOR_REAPER,,TWIN_HEAVY_ONSLAUGHT_GATLING_CANNON,,,,
GLADIATOR_REAPER,,ICARUS_ROCKET_POD,,,,
GLADIATOR_REAPER,,IRONHAIL_HEAVY_STUBBER,,,,
GLADIATOR_REAPER,,TEMPEST_BOLTER_X2,,,,
GLADIATOR_REAPER,,ARMOURED_HULL,,,,
GLADIATOR_VALIANT,,TWIN_LAS_TALON,,,,
GLADIATOR_VALIANT,,TWIN_MULTI_MELTA,,,,
GLADIATOR_VALIANT,,ICARUS_ROCKET_POD,,,,
GLADIATOR_VALIANT,,IRONHAIL_HEAVY_STUBBER,,,,
GLADIATOR_VALIANT,,ARMOURED_HULL,,,,
IMPULSOR_Orbital,,STORM_BOLTER_X2,,,,
INCEPTORS_PLASMA,,PLASMA_EXTERMINATORS_STANDARD,,,,
INCEPTORS_PLASMA,,PLASMA_EXTERMINATORS_SUPERCHARGE,,,,
INCEPTORS_PLASMA,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
INCURSORS,,OCCULUS_BOLT_CARBINE,,,,
INCURSORS,,BOLT_PISTOL_INTERCESSORS,,,,
INCURSORS,,PAIRED_COMBAT_BLADES,,,,
INFERNUS_SQUAD,,PYREBLASTER,,,,
INFERNUS_SQUAD,,BOLT_PISTOL_INTERCESSORS,,,,
INFERNUS_SQUAD,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
INFILTRATORS,,MARKSMAN_BOLT_CARBINE,,,,
INFILTRATORS,,BOLT_PISTOL_INTERCESSORS,,,,
INFILTRATORS,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
INNER_CIRCLE_COMPANIONS,,HEAVY_BOLT_PISTOL,,,,
INNER_CIRCLE_COMPANIONS,,CALIBANITE_GREATSWORD_STRIKE,,,,
INNER_CIRCLE_COMPANIONS,,CALIBANITE_GREATSWORD_SWEEP,,,,
INVADER_ATV,,ONSLAUGHT_GATLING_CANNON,,,,
INVADER_ATV,,MULTI_MELTA_ATV,,,,
INVADER_ATV,,TWIN_BOLT_RIFLE,,,,
INVADER_ATV,,BOLT_PISTOL_INTERCESSORS,,,,
INVADER_ATV,,CLOSE_COMBAT_WEAPON_ATV,,,,
INVICTOR_TACTICAL_WARSUIT,,INCENDIUM_CANNON,,,,
INVICTOR_TACTICAL_WARSUIT,,TWIN_IRONHAIL_AUTOCANNON,,,,
INVICTOR_TACTICAL_WARSUIT,,HEAVY_BOLTER_INVICTOR,,,,
INVICTOR_TACTICAL_WARSUIT,,TWIN_IRONHAIL_HEAVY_STUBBER,,,,
INVICTOR_TACTICAL_WARSUIT,,FRAGSTORM_GRENADE_LAUNCHER,,,,
INVICTOR_TACTICAL_WARSUIT,,INVICTOR_FIST,,,,
IRON_FATHER_FEIRROS,,GORGONS_WRATH,,,,
IRON_FATHER_FEIRROS,,BOLT_PISTOL_LEADERS,,,,
IRON_FATHER_FEIRROS,,HARROWHAND,,,,
IRON_FATHER_FEIRROS,,MEDUSAN_MANIPULI,,,,
KAYVAAN_SHRIKE,,BLACKOUT,,,,
KAYVAAN_SHRIKE,,THE_RAVENS_TALONS,,,,
LAND_RAIDER_REDEEMER,,FLAMESTORM_CANNON_X2,,,,
LAND_RAIDER_REDEEMER,,TWIN_ASSAULT_CANNON,,,,
LAND_RAIDER_REDEEMER,,HUNTER_KILLER_MISSILE,,,,
LAND_RAIDER_REDEEMER,,MULTI_MELTA_VEHICLE,,,,
LAND_RAIDER_REDEEMER,,STORM_BOLTER_TERMINATORS,,,,
LAND_RAIDER_REDEEMER,,ARMORED_TRACKS_LAND_RAIDER,,,,
LAND_SPEEDER,,HEAVY_FLAMER_LAND_SPEEDER,,,,
LAND_SPEEDER,,MULTI_MELTA_VEHICLE,,,,
LAND_SPEEDER,,ONSLAUGHT_GATLING_CANNON,,,,
LAND_SPEEDER,,STORMFURY_MISSILE_LAUNCHER,,,,
LAND_SPEEDER,,CLOSE_COMBAT_WEAPON_SPEEDERS,,,,
LAND_SPEEDER_VENGEANCE,,PLASMA_STORM_BATTERY_STANDARD,,,,
LAND_SPEEDER_VENGEANCE,,PLASMA_STORM_BATTERY_SUPERCHARGE,,,,
LAND_SPEEDER_VENGEANCE,,HEAVY_BOLTER_INVICTOR,,,,
LAND_SPEEDER_VENGEANCE,,CLOSE_COMBAT_WEAPON_SPEEDERS,,,,
LION_ELJONSON,,ARMA_LUMINIS_BOLT,,,,
LION_ELJONSON,,ARMA_LUMINIS_PLASMA,,,,
LION_ELJONSON,,FEALTY_SWEEP,,,,
LION_ELJONSON,,FEALTY_STRIKE,,,,
OUTRIDER_SQUAD,,TWIN_BOLT_RIFLE,,,,
OUTRIDER_SQUAD,,HEAVY_BOLT_PISTOL,,,,
OUTRIDER_SQUAD,,ASTARTES_CHAINSWORD_INTERCESSORS,,,,
PREDATOR_DESTRUCTOR,,PREDATOR_AUTOCANNON,,,,
PREDATOR_DESTRUCTOR,,HEAVY_BOLTERS_X2_PREDATOR,,,,
PREDATOR_DESTRUCTOR,,HUNTER_KILLER_MISSILE,,,,
PREDATOR_DESTRUCTOR,,STORM_BOLTER_TERMINATORS,,,,
PREDATOR_DESTRUCTOR,,ARMOURED_TRACKS,,,,
RAVENWING_COMMAND_SQUAD,,PLASMA_TALON_STANDARD,,,,
RAVENWING_COMMAND_SQUAD,,PLASMA_TALON_SUPERCHARGE,,,,
RAVENWING_COMMAND_SQUAD,,BOLT_PISTOL_INTERCESSORS,,,,
RAVENWING_COMMAND_SQUAD,,MASTER_CRAFTED_POWER_WEAPON_CHAMPION,,,,
RAVENWING_COMMAND_SQUAD,,BLACK_KNIGHT_COMBAT_WEAPON_APOTHECARY_ANCIENT,,,,
REDEMPTOR_PLASMA,,MACRO_PLASMA_INCINERATOR_STANDARD,,,,
REDEMPTOR_PLASMA,,MACRO_PLASMA_INCINERATOR_SUPERCHARGE,,,,
REDEMPTOR_PLASMA,,ONSLAUGHT_GATLING_CANNON,,,,
REDEMPTOR_PLASMA,,TWIN_STORM_BOLTER,,,,
REDEMPTOR_PLASMA,,ICARUS_ROCKET_POD,,,,
REDEMPTOR_PLASMA,,REDEMPTOR_FIST,,,,
REIVERS,,SPECIAL_ISSUE_BOLT_PISTOL_REIVERS,,,,
REIVERS,,COMBAT_KNIFE_REIVERS,,,,
REPULSOR,,HUNTER_SLAYER_MISSILE,,,,
REPULSOR,,LAS_TALON,,,,
REPULSOR,,REPULSOR_DEFENSIVE_ARRAY,,,,
REPULSOR,,TWIN_LASCANNON,,,,
REPULSOR,,ARMOURED_HULL_REPULSOR,,,,
REPULSOR_EXECUTIONER,,HEAVY_LASER_DESTROYER,,,,
REPULSOR_EXECUTIONER,,HEAVY_ONSLAUGHT_GATLING_CANNON,,,,
REPULSOR_EXECUTIONER,,ICARUS_ROCKET_POD,,,,
REPULSOR_EXECUTIONER,,IRONHAIL_HEAVY_STUBBER,,,,
REPULSOR_EXECUTIONER,,REPULSOR_EXECUTIONER_DEFENSIVE_ARRAY,,,,
REPULSOR_EXECUTIONER,,TWIN_HEAVY_BOLTER,,,,
REPULSOR_EXECUTIONER,,TWIN_ICARUS_IRONHAIL_HEAVY_STUBBER,,,,
REPULSOR_EXECUTIONER,,ARMOURED_HULL_REPULSOR,,,,
RHINO,,HUNTER_KILLER_MISSILE,,,,
RHINO,,STORM_BOLTER_TERMINATORS,,,,
RHINO,,ARMOURED_TRACKS,,,,
SCOUTS,,HEAVY_BOLTER_SCOUTS,,,,
SCOUTS,,SCOUT_SNIPER_RIFLE,,,,
SCOUTS,,ASTARTES_SHOTGUN_SCOUTS,,,,
SCOUTS,,BOLT_PISTOL_INTERCESSORS,,,,
SCOUTS,,COMBAT_KNIFE_SCOUTS,,,,
SCOUTS,,ASTARTES_CHAINSWORD_SCOUTS_SGT,,,,
STERNGUARD_VETS,,STERNGUARD_BOLT_PISTOL,,,,
STERNGUARD_VETS,,STERNGUARD_BOLT_RIFLE,,,,
STERNGUARD_VETS,,STERNGUARD_HEAVY_BOLTER,,,,
STERNGUARD_VETS,,CLOSE_COMBAT_WEAPON_SPEEDERS,,,,
STERNGUARD_VETS,,POWER_FIST_STERNGUARD_SGT,,,,
STORM_SPEEDER_HAILSTRIKE,,FRAGSTORM_GRENADE_LAUNCHER,,,,
STORM_SPEEDER_HAILSTRIKE,,ONSLAUGHT_GATLING_CANNON,,,,
STORM_SPEEDER_HAILSTRIKE,,TWIN_IRONHAIL_HEAVY_STUBBER,,,,
STORM_SPEEDER_HAILSTRIKE,,CLOSE_COMBAT_WEAPON_SPEEDERS,,,,
STORM_SPEEDER_HAMMERSTRIKE,,HAMMERSTRIKE_MISSILE_LAUNCHER,,,,
STORM_SPEEDER_HAMMERSTRIKE,,KRAKSTORM_GRENADE_LAUNCHER_X2,,,,
STORM_SPEEDER_HAMMERSTRIKE,,MELTA_DESTROYER,,,,
STORM_SPEEDER_HAMMERSTRIKE,,CLOSE_COMBAT_WEAPON_SPEEDERS,,,,
STORM_SPEEDER_THUNDERSTRIKE,,STORMFURY_MISSILES,,,,
STORM_SPEEDER_THUNDERSTRIKE,,THUNDERSTRIKE_LAS_TALON,,,,
STORM_SPEEDER_THUNDERSTRIKE,,TWIN_ICARUS_ROCKET_POD,,,,
STORM_SPEEDER_THUNDERSTRIKE,,CLOSE_COMBAT_WEAPON_SPEEDERS,,,,
SUBODEN_KHAN,SUBODEN_KHAN_WEAPON_1,CAPTAIN_HEAVY_BOLT_PISTOL,WEAPON,,1,1
SUBODEN_KHAN,SUBODEN_KHAN_WEAPON_2,SUBODEN_KHAN_ONSLAUGHT_GATLING_CANNON,WEAPON,,2,1
SUBODEN_KHAN,SUBODEN_KHAN_WEAPON_4,SUBODEN_KHAN_STORMTOOTH,WEAPON,,4,1
SUBODEN_KHAN,SUBODEN_KHAN_WEAPON_3,SUBODEN_KHAN_POWER_SWORD,WEAPON,,3,1
SUPPRESSOR_SQUAD,,ACCELERATOR_AUTOCANNON,,,,
SUPPRESSOR_SQUAD,,BOLT_PISTOL_INTERCESSORS,,,,
SUPPRESSOR_SQUAD,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
TERMINATOR_ASSAULT_SQUAD,,TWIN_LIGHTNING_CLAWS,,,,
TERMINATOR_SQUAD,,STORM_BOLTER_TERMINATORS,,,,
TERMINATOR_SQUAD,,CYCLONE_MISSLINE_FRAG,,,,
TERMINATOR_SQUAD,,CYCLONE_MISSLINE_KRAK,,,,
TERMINATOR_SQUAD,,POWER_FIST_TERMINATORS,,,,
URIEL_VENTRIS,,BOLT_PISTOL_LEADERS,,,,
URIEL_VENTRIS,,INVICTUS,,,,
URIEL_VENTRIS,,SWORD_OF_IDAEUS,,,,
VANGUARD_VETERAN_SQUAD_WITH_JUMP_PACKS,,VANGUARD_VETERAN_WEAPON,,,,
VULKAN_HESTAN,,BOLT_PISTOL_LEADERS,,,,
VULKAN_HESTAN,,GAUNTLET_OF_THE_FORGE,,,,
VULKAN_HESTAN,,SPEAR_OF_VULKAN,,,,
ERADICATOR_SQUAD_MELTA,,BOLT_PISTOL_INTERCESSORS,,,,
ERADICATOR_SQUAD_MELTA,,MELTA_RIFLE,,,,
ERADICATOR_SQUAD_MELTA,,MULTI_MELTA_ERADICATORS,,,,
ERADICATOR_SQUAD_MELTA,,CLOSE_COMBAT_WEAPON_INTERCESSORS,,,,
INTERCESSORS,INTERCESSORS__LABEL_MAIN,,LABEL,Intercessors,10,
INTERCESSORS,INTERCESSORS__BOLT_PISTOL_MAIN,INTERCESSORS_BOLT_PISTOL,WEAPON,,20,
INTERCESSORS,INTERCESSORS__BOLT_RIFLE_FOCUSED_MAIN,INTERCESSORS_BOLT_RIFLE_FOCUSED,WEAPON,,30,
INTERCESSORS,INTERCESSORS__BOLT_RIFLE_SATURATION_MAIN,INTERCESSORS_BOLT_RIFLE_SATURATION,WEAPON,,40,
INTERCESSORS,INTERCESSORS__KNIVES_AND_FISTS_MAIN,INTERCESSORS_KNIVES_AND_FISTS,WEAPON,,50,
INTERCESSORS,INTERCESSORS__GRENADE_LAUNCHER_FRAG_MAIN,INTERCESSORS_GRENADE_LAUNCHER_FRAG,WEAPON,,60,
INTERCESSORS,INTERCESSORS__GRENADE_LAUNCHER_KRAK_MAIN,INTERCESSORS_GRENADE_LAUNCHER_KRAK,WEAPON,,70,
INTERCESSORS,INTERCESSORS__BLANK_1,,BLANK,,80,
INTERCESSORS,INTERCESSORS__LABEL_SERGEANT,,LABEL,Sergeant,90,
INTERCESSORS,INTERCESSORS__BOLT_PISTOL_SERGEANT,INTERCESSORS_BOLT_PISTOL,WEAPON,,100,1
INTERCESSORS,INTERCESSORS__BOLT_RIFLE_FOCUSED_SERGEANT,INTERCESSORS_BOLT_RIFLE_FOCUSED,WEAPON,,110,1
INTERCESSORS,INTERCESSORS__BOLT_RIFLE_SATURATION_SERGEANT,INTERCESSORS_BOLT_RIFLE_SATURATION,WEAPON,,120,1
INTERCESSORS,INTERCESSORS__KNIVES_AND_FISTS_SERGEANT,INTERCESSORS_KNIVES_AND_FISTS,WEAPON,,130,1
ROBOUTE_GUILLIMAN,ROBOUTE_GUILLIMAN_WEAPON_1,ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_RANGED,WEAPON,,1,1
ROBOUTE_GUILLIMAN,ROBOUTE_GUILLIMAN_WEAPON_2,ROBOUTE_GUILLIMAN_EMPERORS_SWORD,WEAPON,,2,1
ROBOUTE_GUILLIMAN,ROBOUTE_GUILLIMAN_WEAPON_3,ROBOUTE_GUILLIMAN_HAND_OF_DOMINION_MELEE,WEAPON,,3,1
MARNEUS_CALGAR,,MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_RANGED,,,,
MARNEUS_CALGAR,,MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_MELEE,,,,
MARNEUS_CALGAR,,MARNEUS_CALGAR_GAUNTLETS_OF_ULTRAMAR_OVERHEAD_SMASH,,,,
CAPTAIN_TITUS,CAPTAIN_TITUS_WEAPON_1,BOLT_PISTOL_LEADERS,WEAPON,,1,1
CAPTAIN_TITUS,CAPTAIN_TITUS_WEAPON_2,CAPTAIN_TITUS_MASTER_CRAFTED_BOLTER,WEAPON,,2,1
CAPTAIN_TITUS,CAPTAIN_TITUS_WEAPON_3,CAPTAIN_TITUS_MASTER_CRAFTED_CHAINSWORD,WEAPON,,3,1
CHIEF_LIBRARIAN_TIGURIUS,CHIEF_LIBRARIAN_TIGURIUS_WEAPON_1,BOLT_PISTOL_LEADERS,WEAPON,,1,1
CHIEF_LIBRARIAN_TIGURIUS,CHIEF_LIBRARIAN_TIGURIUS_WEAPON_2,CHIEF_LIBRARIAN_TIGURIUS_STORM_OF_THE_EMPERORS_WRATH,WEAPON,,2,1
CHIEF_LIBRARIAN_TIGURIUS,CHIEF_LIBRARIAN_TIGURIUS_WEAPON_3,CHIEF_LIBRARIAN_TIGURIUS_ROD_OF_TIGURIUS,WEAPON,,3,1
CATO_SICARIUS,CATO_SICARIUS_WEAPON_1,CATO_SICARIUS_ARTISAN_PLASMA_PISTOL,WEAPON,,1,1
CATO_SICARIUS,CATO_SICARIUS_WEAPON_2,CATO_SICARIUS_TALASSARIAN_TEMPEST_BLADE_STRIKE,WEAPON,,2,1
CATO_SICARIUS,CATO_SICARIUS_WEAPON_3,CATO_SICARIUS_TALASSARIAN_TEMPEST_BLADE_COUP_DE_GRACE,WEAPON,,3,1
CATO_SICARIUS,CATO_SICARIUS_WEAPON_4,CATO_SICARIUS_TALASSARIAN_TEMPEST_BLADE_SWEEP,WEAPON,,4,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_1,WARDENS_OF_ULTRAMAR_ARCHEOTECH_LASPISTOL,WEAPON,,1,3
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_2,WARDENS_OF_ULTRAMAR_ASTROPATHIC_BLAST,WEAPON,,2,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_3,INTERCESSORS_BOLT_RIFLE_FOCUSED,WEAPON,,3,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_4,INTERCESSORS_BOLT_RIFLE_SATURATION,WEAPON,,4,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_5,WARDENS_OF_ULTRAMAR_HEAVY_BOLT_PISTOL,WEAPON,,5,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_6,WARDENS_OF_ULTRAMAR_CERAMITE_FISTS,WEAPON,,6,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_7,WARDENS_OF_ULTRAMAR_FORCE_STAVE,WEAPON,,7,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_8,WARDENS_OF_ULTRAMAR_MASTER_CRAFTED_POWER_WEAPON,WEAPON,,8,1
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_9,WARDENS_OF_ULTRAMAR_POWER_WEAPON,WEAPON,,9,2
WARDENS_OF_ULTRAMAR,WARDENS_OF_ULTRAMAR_WEAPON_10,WARDENS_OF_ULTRAMAR_ULTRAMARIAN_COMBAT_WEAPONS,WEAPON,,10,1
VICTRIX_HONOUR_GUARD,VICTRIX_HONOUR_GUARD_LAYOUT_1,,LABEL,VICTRIX HONOUR GUARD,1,
VICTRIX_HONOUR_GUARD,VICTRIX_HONOUR_GUARD_LAYOUT_2,VICTRIX_HONOUR_GUARD_MASTER_CRAFTED_BOLT_CARBINE,WEAPON,,2,1
VICTRIX_HONOUR_GUARD,VICTRIX_HONOUR_GUARD_LAYOUT_3,MASTER_CRAFTED_POWER_WEAPON_LIEUTENANT,WEAPON,,3,1
VICTRIX_HONOUR_GUARD,VICTRIX_HONOUR_GUARD_LAYOUT_4,,LABEL,CHAPTER ANCIENT,4,
VICTRIX_HONOUR_GUARD,VICTRIX_HONOUR_GUARD_LAYOUT_5,,LABEL,CHAPTER CHAMPION,5,
KAIUS_KONORIUS,KAIUS_KONORIUS_WEAPON_1,CAPTAIN_HEAVY_BOLT_PISTOL,WEAPON,,1,1
KAIUS_KONORIUS,KAIUS_KONORIUS_WEAPON_2,KAIUS_KONORIUS_SEVERANCE_AND_REBUKE_STRIKE,WEAPON,,2,1
KAIUS_KONORIUS,KAIUS_KONORIUS_WEAPON_3,KAIUS_KONORIUS_SEVERANCE_AND_REBUKE_SWEEP,WEAPON,,3,1
DARNATH_LYSANDER,DARNATH_LYSANDER_WEAPON_1,FIST_OF_DORN,WEAPON,,1,1
TOR_GARADON,TOR_GARADON_WEAPON_1,TOR_GARADON_ARTIFICER_GRAV_GUN,WEAPON,,1,1
TOR_GARADON,TOR_GARADON_WEAPON_2,TOR_GARADON_HAND_OF_DEFIANCE,WEAPON,,2,1
KORSARRO_KHAN,KORSARRO_KHAN_WEAPON_1,KORSARRO_KHAN_ANZUQ,WEAPON,,1,1
KORSARRO_KHAN,KORSARRO_KHAN_WEAPON_2,BOLT_PISTOL_LEADERS,WEAPON,,2,1
KORSARRO_KHAN,KORSARRO_KHAN_WEAPON_3,KORSARRO_KHAN_MOONFANG,WEAPON,,3,1
CAPTAIN_FIST_PLASMA,CAPTAIN_CURRENT_LAYOUT_2,CAPTAIN_HEAVY_BOLT_PISTOL,WEAPON,,2,1
CAPTAIN_FIST_PLASMA,CAPTAIN_CURRENT_LAYOUT_3,CAPTAIN_MASTER_CRAFTED_BOLTER,WEAPON,,3,1
CAPTAIN_FIST_PLASMA,CAPTAIN_CURRENT_LAYOUT_4,CAPTAIN_NEO_VOLKITE_PISTOL,WEAPON,,4,1
CAPTAIN_FIST_PLASMA,CAPTAIN_CURRENT_LAYOUT_5,CAPTAIN_PLASMA_PISTOL_STANDARD,WEAPON,,5,1
CAPTAIN_FIST_PLASMA,CAPTAIN_CURRENT_LAYOUT_6,CAPTAIN_PLASMA_PISTOL_SUPERCHARGE,WEAPON,,6,1
CAPTAIN_FIST_PLASMA,CAPTAIN_CURRENT_LAYOUT_8,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,WEAPON,,8,1
CAPTAIN_FIST_PLASMA,CAPTAIN_CURRENT_LAYOUT_9,CAPTAIN_POWER_FIST,WEAPON,,9,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_OPTIONAL_1,CAPTAIN_JUMP_HAND_FLAMER,WEAPON,,10,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_OPTIONAL_2,PLASMA_PISTOL_STANDARD_LEADER,WEAPON,,11,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_OPTIONAL_3,PLASMA_PISTOL_SUPERCHARGE_LEADER,WEAPON,,12,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_OPTIONAL_4,POWER_FIST_CAPTAIN,WEAPON,,13,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_OPTIONAL_5,CAPTAIN_JUMP_RELIC_WEAPON,WEAPON,,14,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_OPTIONAL_6,CAPTAIN_JUMP_THUNDER_HAMMER,WEAPON,,15,1
CAPTAIN_ON_BIKE,CAPTAIN_ON_BIKE_WEAPON_1,CAPTAIN_ON_BIKE_TWIN_BOLT_RIFLE,WEAPON,,1,1
