Unit_ID,Option_Group_ID,Group_Label,Option_ID,Option_Name,Default,Sort_Order
LIEUTENANT_SWORD_AND_SHIELD,LT_SHIELD_LOADOUT,Shield Loadout,LT_SHIELD_LOADOUT,Neo-volkite Pistol + Master-crafted Power Weapon,TRUE,1
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_BOLT,Bolt Pistol,TRUE,1
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_BOLTGUN_OPT,Boltgun,FALSE,2
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_COMBI,Combi-weapon,FALSE,3
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_GRAV,Grav-pistol,FALSE,4
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_FLAMER,Hand flamer,FALSE,5
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_INFERNO,Inferno pistol,FALSE,6
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_PLASMA,Plasma pistol,FALSE,7
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_STORM,Storm bolter,FALSE,8
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_FIST,Power fist,FALSE,9
CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,Bolt Pistol Replacement,CHAPLAIN_JUMP_ABSOLVOR,Absolvor bolt pistol,FALSE,10
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,Main Gun,REDEMPTOR_MACRO_PLASMA,Macro Plasma Incinerator,TRUE,1
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,Main Gun,REDEMPTOR_HEAVY_ONSLAUGHT,Heavy Onslaught Gatling Cannon,FALSE,2
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,Main Weapon,INCEPTORS_PLASMA_EXTERMINATORS,Plasma Exterminators,TRUE,1
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,Main Weapon,INCEPTORS_ASSAULT_BOLTERS,Assault Bolters,FALSE,2
ANCIENT_IN_TERMINATOR_ARMOUR_HAMMER,ANCIENT_TERM_LOADOUT,Loadout,ANCIENT_TERM_HAMMER_SHIELD,Thunder Hammer,TRUE,1
ANCIENT_IN_TERMINATOR_ARMOUR_HAMMER,ANCIENT_TERM_LOADOUT,Loadout,ANCIENT_TERM_STORM_BOLTER_FIST,Storm Bolter,FALSE,2
TERMINATOR_ASSAULT_SQUAD,ASSAULT_TERMINATOR_LOADOUT,Loadout,ASSAULT_TERMINATORS_CLAWS,Twin Lightning Claws,FALSE,1
TERMINATOR_ASSAULT_SQUAD,ASSAULT_TERMINATOR_LOADOUT,Loadout,ASSAULT_TERMINATORS_HAMMER,Thunder Hammer,TRUE,2
