Unit_ID,Option_Group_ID,Option_ID,Weapon_ID,Weapon_Role,Sort_Order
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_MELEE,CAPTAIN_JUMP_CHAIN,CAPTAIN_JUMP_ASTARTES_CHAINSWORD,SELECTED,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_MELEE,CAPTAIN_JUMP_FIST,CAPTAIN_JUMP_POWER_FIST,SELECTED,1
CAPTAIN_WITH_JUMP_PACK,CAPTAIN_JUMP_MELEE,CAPTAIN_JUMP_RELIC,CAPTAIN_JUMP_RELIC_WEAPON,SELECTED,1
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,CAPTAIN_JUMP_SHIELD_LOADOUT,CAPTAIN_JUMP_SHIELD_CHAIN,CAPTAIN_JUMP_HEAVY_BOLT_PISTOL,SELECTED,1
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,CAPTAIN_JUMP_SHIELD_LOADOUT,CAPTAIN_JUMP_SHIELD_CHAIN,CAPTAIN_JUMP_ASTARTES_CHAINSWORD,SELECTED,2
CAPTAIN_WITH_JUMP_PACK_HAMMER_SHIELD,CAPTAIN_JUMP_SHIELD_LOADOUT,CAPTAIN_JUMP_SHIELD_HAMMER,CAPTAIN_JUMP_THUNDER_HAMMER,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_DEFAULT,CAPTAIN_BOLT_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_DEFAULT,CAPTAIN_MASTER_CRAFTED_BOLTER,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_DEFAULT,CAPTAIN_CLOSE_COMBAT_WEAPON,SELECTED,3
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_BOLTER_POWER_WEAPON,CAPTAIN_BOLT_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_BOLTER_POWER_WEAPON,CAPTAIN_MASTER_CRAFTED_BOLTER,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_BOLTER_POWER_WEAPON,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,3
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_BOLTER_FIST,CAPTAIN_BOLT_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_BOLTER_FIST,CAPTAIN_MASTER_CRAFTED_BOLTER,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_BOLTER_FIST,CAPTAIN_POWER_FIST,SELECTED,3
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_HBP_FIST,CAPTAIN_HEAVY_BOLT_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_HBP_FIST,CAPTAIN_POWER_FIST,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_HBP_POWER_WEAPON,CAPTAIN_HEAVY_BOLT_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_HBP_POWER_WEAPON,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_VOLKITE_FIST,CAPTAIN_NEO_VOLKITE_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_VOLKITE_FIST,CAPTAIN_POWER_FIST,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_VOLKITE_POWER_WEAPON,CAPTAIN_NEO_VOLKITE_PISTOL,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_VOLKITE_POWER_WEAPON,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_PLASMA_FIST,CAPTAIN_PLASMA_PISTOL_STANDARD,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_PLASMA_FIST,CAPTAIN_PLASMA_PISTOL_SUPERCHARGE,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_PLASMA_FIST,CAPTAIN_POWER_FIST,SELECTED,3
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_PLASMA_POWER_WEAPON,CAPTAIN_PLASMA_PISTOL_STANDARD,SELECTED,1
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_PLASMA_POWER_WEAPON,CAPTAIN_PLASMA_PISTOL_SUPERCHARGE,SELECTED,2
CAPTAIN_FIST_PLASMA,CAPTAIN_LOADOUT,CAPTAIN_PLASMA_POWER_WEAPON,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,3
CAPTAIN_SWORD_SHIELD,CAPTAIN_SHIELD_LOADOUT,CAPTAIN_SHIELD_LOADOUT,CAPTAIN_HEAVY_BOLT_PISTOL,SELECTED,1
CAPTAIN_SWORD_SHIELD,CAPTAIN_SHIELD_LOADOUT,CAPTAIN_SHIELD_LOADOUT,CAPTAIN_MASTER_CRAFTED_POWER_WEAPON,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_DEFAULT,GRAVIS_CAPTAIN_MC_HEAVY_BOLT_RIFLE,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_DEFAULT,GRAVIS_CAPTAIN_MC_POWER_WEAPON,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_CHAIN,GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_CHAIN,GRAVIS_CAPTAIN_POWER_FIST,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_CHAIN,GRAVIS_CAPTAIN_RELIC_CHAINSWORD,SELECTED,3
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_BLADE,GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_BLADE,GRAVIS_CAPTAIN_POWER_FIST,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_BLADE,GRAVIS_CAPTAIN_RELIC_BLADE,SELECTED,3
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_FIST,GRAVIS_CAPTAIN_BOLTSTORM_GAUNTLET,SELECTED,1
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_FIST,GRAVIS_CAPTAIN_POWER_FIST,SELECTED,2
CAPTAIN_IN_GRAVIS_ARMOUR,GRAVIS_CAPTAIN_LOADOUT,GRAVIS_CAPTAIN_FIST,GRAVIS_CAPTAIN_RELIC_FIST,SELECTED,3
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_RANGED,CAPTAIN_TERM_STORM,CAPTAIN_TERM_STORM_BOLTER,SELECTED,1
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_RANGED,CAPTAIN_TERM_COMBI,CAPTAIN_TERM_COMBI_WEAPON,SELECTED,1
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_MELEE,CAPTAIN_TERM_RELIC,CAPTAIN_TERM_RELIC_WEAPON,SELECTED,1
CAPTAIN_IN_TERMINATOR_ARMOUR,CAPTAIN_TERM_MELEE,CAPTAIN_TERM_FIST,CAPTAIN_TERM_RELIC_FIST,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_PISTOL,LT_PISTOL_BOLT,LIEUTENANT_BOLT_PISTOL,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_PISTOL,LT_PISTOL_HEAVY,LIEUTENANT_HEAVY_BOLT_PISTOL,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,LT_SLOT2_BOLTER,LIEUTENANT_MASTER_CRAFTED_BOLTER,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,LT_SLOT2_PLASMA,LIEUTENANT_PLASMA_PISTOL_STANDARD,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,LT_SLOT2_PLASMA,LIEUTENANT_PLASMA_PISTOL_SUPERCHARGE,SELECTED,2
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,LT_SLOT2_POWER,LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_BOLTER_SLOT,LT_SLOT2_FIST,LIEUTENANT_POWER_FIST,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_MELEE_SLOT,LT_MELEE_CCW,LIEUTENANT_CLOSE_COMBAT_WEAPON,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_MELEE_SLOT,LT_MELEE_POWER,LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON,SELECTED,1
LIEUTENANT_FIST_PLASMA,LT_MELEE_SLOT,LT_MELEE_FIST,LIEUTENANT_POWER_FIST,SELECTED,1
LIEUTENANT_SWORD_AND_SHIELD,LT_SHIELD_LOADOUT,LT_SHIELD_LOADOUT,LIEUTENANT_NEO_VOLKITE_PISTOL,SELECTED,1
LIEUTENANT_SWORD_AND_SHIELD,LT_SHIELD_LOADOUT,LT_SHIELD_LOADOUT,LIEUTENANT_MASTER_CRAFTED_POWER_WEAPON,SELECTED,2
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_BOLT,CHAPLAIN_JUMP_BOLT_PISTOL,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_BOLT,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_BOLTGUN_OPT,CHAPLAIN_JUMP_BOLTGUN,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_BOLTGUN_OPT,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_COMBI,CHAPLAIN_JUMP_COMBI_WEAPON,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_COMBI,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_GRAV,CHAPLAIN_JUMP_GRAV_PISTOL,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_GRAV,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_FLAMER,CHAPLAIN_JUMP_HAND_FLAMER,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_FLAMER,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_INFERNO,CHAPLAIN_JUMP_INFERNO_PISTOL,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_INFERNO,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_PLASMA,CHAPLAIN_JUMP_PLASMA_PISTOL_STANDARD,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_PLASMA,CHAPLAIN_JUMP_PLASMA_PISTOL_SUPERCHARGE,SELECTED,2
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_PLASMA,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_STORM,CHAPLAIN_JUMP_STORM_BOLTER,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_STORM,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_FIST,CHAPLAIN_JUMP_POWER_FIST,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_FIST,CROZIUS_ARCANUM,PRESERVE,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_ABSOLVOR,CHAPLAIN_JUMP_ABSOLVOR_BOLT_PISTOL,SELECTED,1
NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_JUMP_REPLACEMENT,CHAPLAIN_JUMP_ABSOLVOR,CROZIUS_ARCANUM,PRESERVE,1
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,ERADICATORS_HEAVY_BOLTERS,HEAVY_BOLTER_ERADICATORS,SELECTED,1
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,ERADICATORS_HEAVY_BOLTERS,BOLT_PISTOL_INTERCESSORS,PRESERVE,1
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,ERADICATORS_HEAVY_BOLTERS,CLOSE_COMBAT_WEAPON_INTERCESSORS,PRESERVE,2
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,ERADICATORS_MELTA,MELTA_RIFLE,SELECTED,1
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,ERADICATORS_MELTA,MULTI_MELTA_ERADICATORS,SELECTED,2
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,ERADICATORS_MELTA,BOLT_PISTOL_INTERCESSORS,PRESERVE,1
ERADICATOR_SQUAD_HEAVY_BOLTERS,ERADICATORS_LOADOUT,ERADICATORS_MELTA,CLOSE_COMBAT_WEAPON_INTERCESSORS,PRESERVE,2
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_MACRO_PLASMA,MACRO_PLASMA_INCINERATOR_STANDARD,SELECTED,1
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_MACRO_PLASMA,MACRO_PLASMA_INCINERATOR_SUPERCHARGE,SELECTED,2
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_MACRO_PLASMA,ONSLAUGHT_GATLING_CANNON,PRESERVE,1
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_MACRO_PLASMA,TWIN_STORM_BOLTER,PRESERVE,2
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_MACRO_PLASMA,ICARUS_ROCKET_POD,PRESERVE,3
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_MACRO_PLASMA,REDEMPTOR_FIST,PRESERVE,4
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_HEAVY_ONSLAUGHT,HEAVY_ONSLAUGHT_GATLING_CANNON,SELECTED,1
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_HEAVY_ONSLAUGHT,ONSLAUGHT_GATLING_CANNON,PRESERVE,1
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_HEAVY_ONSLAUGHT,TWIN_STORM_BOLTER,PRESERVE,2
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_HEAVY_ONSLAUGHT,ICARUS_ROCKET_POD,PRESERVE,3
REDEMPTOR_PLASMA,REDEMPTOR_MAIN_GUN,REDEMPTOR_HEAVY_ONSLAUGHT,REDEMPTOR_FIST,PRESERVE,4
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,INCEPTORS_PLASMA_EXTERMINATORS,PLASMA_EXTERMINATORS_STANDARD,SELECTED,1
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,INCEPTORS_PLASMA_EXTERMINATORS,PLASMA_EXTERMINATORS_SUPERCHARGE,SELECTED,2
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,INCEPTORS_PLASMA_EXTERMINATORS,CLOSE_COMBAT_WEAPON_INTERCESSORS,PRESERVE,1
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,INCEPTORS_ASSAULT_BOLTERS,ASSAULT_BOLTERS,SELECTED,1
INCEPTORS_PLASMA,INCEPTORS_LOADOUT,INCEPTORS_ASSAULT_BOLTERS,CLOSE_COMBAT_WEAPON_INTERCESSORS,PRESERVE,1
ANCIENT_IN_TERMINATOR_ARMOUR_HAMMER,ANCIENT_TERM_LOADOUT,ANCIENT_TERM_HAMMER_SHIELD,THUNDER_HAMMER_ANCIENT,SELECTED,1
ANCIENT_IN_TERMINATOR_ARMOUR_HAMMER,ANCIENT_TERM_LOADOUT,ANCIENT_TERM_STORM_BOLTER_FIST,STORM_BOLTER_TERMINATORS,SELECTED,1
ANCIENT_IN_TERMINATOR_ARMOUR_HAMMER,ANCIENT_TERM_LOADOUT,ANCIENT_TERM_STORM_BOLTER_FIST,POWER_FIST_ANCIENT,SELECTED,2
TERMINATOR_ASSAULT_SQUAD,ASSAULT_TERMINATOR_LOADOUT,ASSAULT_TERMINATORS_CLAWS,TWIN_LIGHTNING_CLAWS,SELECTED,1
TERMINATOR_ASSAULT_SQUAD,ASSAULT_TERMINATOR_LOADOUT,ASSAULT_TERMINATORS_HAMMER,THUNDER_HAMMER_TERMINATORS,SELECTED,1
