Unit_ID,Layout_Row_ID,Weapon_ID,Row_Type,Row_Label,Sort_Order,Quantity
NEUROTYRANT,,NEUROTYRANT_CLAWS_AND_LASHES,,,,
NORN_ASSIMILATOR,,TOXINJECTOR_HARPOON,,,,
NORN_ASSIMILATOR,,TOXINJECTOR_HARPOON_MELEE,,,,
NORN_ASSIMILATOR,,MONSTROUS_SCYTHING_TALONS_NORN,,,,
NORN_EMISSARY,,PSYCHIC_TENDRIL_NEUROPARASITE,,,,
NORN_EMISSARY,,PSYCHIC_TENDRIL_NEUROBLAST,,,,
NORN_EMISSARY,,PSYCHIC_TENDRIL_NEUROLANCE,,,,
NORN_EMISSARY,,MONSTROUS_SCYTHING_TALONS_NORN,,,,
NORN_EMISSARY,,MONSTROUS_RENDING_CLAWS_NORN,,,,
OLD_ONE_EYE,,OLD_ONE_EYES_CLAWS_AND_TALONS_SWEEP,,,,
OLD_ONE_EYE,,OLD_ONE_EYES_CLAWS_AND_TALONS_STRIKE,,,,
PSYCHOPHAGE,,PSYCHOCLASTIC_TORRENT,,,,
PSYCHOPHAGE,,TALONS_AND_BETENTACLED_MAW,,,,
PYROVORE,,FLAMESPURT,,,,
PYROVORE,,CHITIN_BARBED_LIMBS,,,,
RAVENERS,,RAVENER_CLAWS_AND_TALONS,,,,
SCREAMER_KILLER,,BIO_PLASMIC_SCREAM,,,,
SCREAMER_KILLER,,SCREAMER_KILLER_TALONS,,,,
TERMAGANTS,,FLESHBORER,,,,
TERMAGANTS,,CHITINOUS_CLAWS_AND_TEETH_GAUNTS,,,,
TERVIGON,,STINGER_SALVOES,,,,
TERVIGON,,MASSIVE_SCYTHING_TALONS_STRIKE,,,,
TERVIGON,,MASSIVE_SCYTHING_TALONS_SWEEP,,,,
THE_RED_TERROR,,GAPING_MAW_RED_TERROR,,,,
THE_RED_TERROR,,SCYTHING_TALONS_RED_TERROR,,,,
THE_SWARMLORD,,SYNAPTIC_PULSE,,,,
THE_SWARMLORD,,BONE_SABRES,,,,
TOXICRENE,,MASSIVE_TOXIC_LASHES_RANGE,,,,
TOXICRENE,,MASSIVE_TOXIC_LASHES_MELEE,,,,
TRYGON,,BIO_ELECTRIC_PULSE,,,,
TRYGON,,TRYGON_SCYTHING_TALONS,,,,
TRYGON_HQ,,BIO_ELECTRIC_PULSE,,,,
TRYGON_HQ,,TRYGON_SCYTHING_TALONS,,,,
TRYGON_PRIME,,BIO_ELECTRIC_PULSE,,,,
TRYGON_PRIME,,TRYGON_SCYTHING_TALONS_TRYGON_PRIME,,,,
TYRANID_WARRIORS_WITH_MELEE_BIO_WEAPONS,,TYRANID_WARRIOR_CLAWS_AND_TALONS_MELEE_WARRIORS,,,,
TYRANID_WARRIORS_WITH_RANGED_BIO_WEAPONS,,DEATHSPITTER,,,,
TYRANID_WARRIORS_WITH_RANGED_BIO_WEAPONS,,TYRANID_WARRIOR_CLAWS_AND_TALONS,,,,
TYRANNOFEX,,STINGER_SALVOES,,,,
TYRANNOFEX,,POWERFUL_LIMBS_TYRANNOFEX,,,,
VENOMTHROPES,,TOXIC_LASHES,,,,
VON_RYANS_LEAPERS,,LEAPERS_TALONS,,,,
WINGED_HIVE_TYRANT,,MONSTROUS_BONESWORD_AND_LASH_WHIP,,,,
WINGED_HIVE_TYRANT,,MONSTROUS_SCYTHING_TALONS,,,,
WINGED_TYRANID_PRIME,,PRIME_TALONS,,,,
ZOANTHROPES,,WARP_BLAST_WITCHFIRE,,,,
ZOANTHROPES,,WARP_BLAST_FOCUSED_WITCHFIRE,,,,
ZOANTHROPES,,CHITINOUS_CLAWS_AND_TEETH_ZOANTHROPES,,,,
TYRANID_PRIME_WITH_LASH_WHIP,,TYRANID_PRIME_WITH_LASH_WHIP_RENDING_CLAW,,,,
TYRANID_PRIME_WITH_LASH_WHIP,,TYRANID_PRIME_WITH_LASH_WHIP_LASH_WHIP,,,,
TYRANID_PRIME_WITH_LASH_WHIP,,TYRANID_PRIME_WITH_LASH_WHIP_SCYTHING_TALONS,,,,
