Entity_Type,Army,Alias_ID,Canonical_ID,Status
ability,orks,NEW_DERANGED_SNOTLING_ASSAULT_BIG_MEK_WITH_SHOKK_ATTACK_GUN,DERANGED_SNOTLING_ASSAULT_BIG_MEK_WITH_SHOKK_ATTACK_GUN,DEPRECATED
ability,orks,NEW_DOKS_TOOLZ_PAINBOY,DOKS_TOOLZ_PAINBOY,DEPRECATED
ability,orks,NEW_GROT_ASSISTANT_BIG_MEK_WITH_SHOKK_ATTACK_GUN,GROT_ASSISTANT_BIG_MEK_WITH_SHOKK_ATTACK_GUN,DEPRECATED
ability,orks,NEW_GROT_ORDERLY_PAINBOY,GROT_ORDERLY_PAINBOY,DEPRECATED
ability,orks,NEW_LEADER_BOYZ,LEADER_BOYZ,DEPRECATED
ability,orks,NEW_LEADER_BOYZ_BREAKA_BOYZ_LOOTAS_MEK_GUNZ_NOBZ_TANKBUSTAS,LEADER_BOYZ_BREAKA_BOYZ_LOOTAS_MEK_GUNZ_NOBZ_TANKBUSTAS,DEPRECATED
ability,orks,NEW_LEADER_BOYZ_BREAKA_BOYZ_NOBZ,LEADER_BOYZ_BREAKA_BOYZ_NOBZ,DEPRECATED
ability,orks,NEW_MORE_DAKKA_BIG_MEK_WITH_SHOKK_ATTACK_GUN,MORE_DAKKA_BIG_MEK_WITH_SHOKK_ATTACK_GUN,DEPRECATED
ability,orks,NEW_SUPPORT_PAINBOY,SUPPORT_PAINBOY,DEPRECATED
ability,orks,WARGEAR_OPTIONS_NEW_BOYZ,WARGEAR_OPTIONS_BOYZ,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_ABSOLVOR,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_ABSOLVOR,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLT,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLT,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLTGUN_OPT,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_BOLTGUN_OPT,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_COMBI,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_COMBI,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_FIST,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_FIST,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_FLAMER,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_FLAMER,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_GRAV,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_GRAV,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_INFERNO,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_INFERNO,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_PLASMA,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_PLASMA,DEPRECATED
loadout_option,marines,NEW_CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_STORM,CHAPLAIN_WITH_JUMP_PACK__CHAPLAIN_JUMP_REPLACEMENT__CHAPLAIN_JUMP_STORM,DEPRECATED
unit,marines,NEW_ANCIENT,ANCIENT,DEPRECATED
unit,marines,NEW_CHAPLAIN_WITH_JUMP_PACK,CHAPLAIN_WITH_JUMP_PACK,DEPRECATED
universal_ability,universal,ANTI (New),ANTI,DEPRECATED
universal_ability,universal,CLEAVE (New),CLEAVE,DEPRECATED
universal_ability,universal,CLOSE-QUARTERS,CLOSE_QUARTERS,DEPRECATED
universal_ability,universal,CLOSE-QUARTERS (New),CLOSE_QUARTERS,DEPRECATED
universal_ability,universal,DEADLY DEMISE (New),DEADLY_DEMISE,DEPRECATED
universal_ability,universal,DEEP STRIKE (New),DEEP_STRIKE,DEPRECATED
universal_ability,universal,DEVASTATING WOUNDS,DEVASTATING_WOUNDS,DEPRECATED
universal_ability,universal,DEVASTATING WOUNDS (New),DEVASTATING_WOUNDS,DEPRECATED
universal_ability,universal,EXTRA ATTACKS,EXTRA_ATTACKS,DEPRECATED
universal_ability,universal,EXTRA ATTACKS (New),EXTRA_ATTACKS,DEPRECATED
universal_ability,universal,FEEL NO PAIN (New),FEEL_NO_PAIN,DEPRECATED
universal_ability,universal,FIGHTS FIRST (New),FIGHTS_FIRST,DEPRECATED
universal_ability,universal,HAZARDOUS (New),HAZARDOUS,DEPRECATED
universal_ability,universal,HEAVY (New),HEAVY,DEPRECATED
universal_ability,universal,HOVER (New),HOVER,DEPRECATED
universal_ability,universal,IGNORES COVER,IGNORES_COVER,DEPRECATED
universal_ability,universal,IGNORES COVER (New),IGNORES_COVER,DEPRECATED
universal_ability,universal,INDIRECT FIRE,INDIRECT_FIRE,DEPRECATED
universal_ability,universal,INDIRECT FIRE (New),INDIRECT_FIRE,DEPRECATED
universal_ability,universal,INFILTRATORS (New),INFILTRATORS,DEPRECATED
universal_ability,universal,LANCE (New),LANCE,DEPRECATED
universal_ability,universal,LEADER (New),LEADER,DEPRECATED
universal_ability,universal,LETHAL HITS,LETHAL_HITS,DEPRECATED
universal_ability,universal,LETHAL HITS (New),LETHAL_HITS,DEPRECATED
universal_ability,universal,LONE_OPERATIVE_NEW,LONE_OPERATIVE,DEPRECATED
universal_ability,universal,PISTOL_NEW,PISTOL,DEPRECATED
universal_ability,universal,PRECISION_NEW,PRECISION,DEPRECATED
universal_ability,universal,PSYCHIC_NEW,PSYCHIC,DEPRECATED
universal_ability,universal,RAPID_FIRE_NEW,RAPID_FIRE,DEPRECATED
universal_ability,universal,STEALTH_NEW,STEALTH,DEPRECATED
universal_ability,universal,SUPER_HEAVY_WALKER_NEW,SUPER_HEAVY_WALKER,DEPRECATED
universal_ability,universal,SUPPORT_NEW,SUPPORT,DEPRECATED
universal_ability,universal,SUSTAINED_HITS_NEW,SUSTAINED_HITS,DEPRECATED
universal_ability,universal,TORRENT_NEW,TORRENT,DEPRECATED
universal_ability,universal,TWIN_LINKED_NEW,TWIN_LINKED,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_command_re_roll_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_COMMAND_RE_ROLL_1CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_counteroffensive_new_2cp,CORE_STRATAGEMS_CORE_STRATAGEM_COUNTEROFFENSIVE_2CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_crushing_impact_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_CRUSHING_IMPACT_1CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_epic_challenge_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_EPIC_CHALLENGE_1CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_explosives_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_EXPLOSIVES_1CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_heroic_intervention_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_HEROIC_INTERVENTION_1CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_insane_bravery_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_INSANE_BRAVERY_1CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_rapid_ingress_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_RAPID_INGRESS_1CP,DEPRECATED
universal_stratagem,universal,core_stratagems_core_stratagem_smokescreen_new_1cp,CORE_STRATAGEMS_CORE_STRATAGEM_SMOKESCREEN_1CP,DEPRECATED
weapon,marines,NEW_ABSOLVOR_BOLT_PISTOL,ABSOLVOR_BOLT_PISTOL,DEPRECATED
weapon,marines,NEW_BOLT_PISTOL,BOLT_PISTOL,DEPRECATED
weapon,marines,NEW_CHAINSWORD_INTERCESSORS,CHAINSWORD_INTERCESSORS,DEPRECATED
weapon,marines,NEW_CLOSE_COMBAT_WEAPON_ANCIENT,CLOSE_COMBAT_WEAPON_ANCIENT,DEPRECATED
weapon,marines,NEW_HEAVY_BOLT_PISTOL_CAPTAIN_WITH_RELIC_SHIELD,HEAVY_BOLT_PISTOL_CAPTAIN_WITH_RELIC_SHIELD,DEPRECATED
weapon,marines,NEW_HEAVY_BOLT_PISTOL_VANGUARD_VETERANS,HEAVY_BOLT_PISTOL_VANGUARD_VETERANS,DEPRECATED
weapon,marines,NEW_MASTER_CRAFTED_POWER_WEAPON_VANGUARD_VETERANS,MASTER_CRAFTED_POWER_WEAPON_VANGUARD_VETERANS,DEPRECATED
weapon,marines,NEW_PLASMA_PISTOL_STANDARD_VANGUARD_VETERANS,PLASMA_PISTOL_STANDARD_VANGUARD_VETERANS,DEPRECATED
weapon,marines,NEW_PLASMA_PISTOL_SUPERCHARGE_VANGUARD_VETERANS,PLASMA_PISTOL_SUPERCHARGE_VANGUARD_VETERANS,DEPRECATED
weapon,orks,BLASTA_GRETCHIN_NEW,BLASTA_GRETCHIN,DEPRECATED
weapon,orks,NEW_CLOSE_COMBAT_WEAPON_BIG_MEK_WITH_SHOKK_ATTACK_GUN,CLOSE_COMBAT_WEAPON_BIG_MEK_WITH_SHOKK_ATTACK_GUN,DEPRECATED
weapon,orks,NEW_DOKS_TOOLZ_WEAPON,DOKS_TOOLZ_WEAPON,DEPRECATED
weapon,orks,NEW_SHOKK_ATTACK_GUN_BIG_MEK_WITH_SHOKK_ATTACK_GUN,SHOKK_ATTACK_GUN_BIG_MEK_WITH_SHOKK_ATTACK_GUN,DEPRECATED
