Weapon_ID,Weapon_Ability_ID,Ability_Type,Target,Value,Condition,Separator_Before,Sort_Order
GRABBIN_KLAW,GRABBIN_KLAW:ability_1,EXTRA ATTACKS,,,,,1
GROT_BLASTA,GROT_BLASTA:ability_1,CLOSE-QUARTERS,,,,,1
GUTRIPPA,GUTRIPPA:ability_1,ANTI,MONSTER,4+,,,1
GUTRIPPA,GUTRIPPA:ability_2,ANTI,VEHICLE,4+,,", ",2
KANNON_FRAG,KANNON_FRAG:ability_1,BLAST,,3,,,1
KANNON_FRAG,KANNON_FRAG:ability_2,RAPID FIRE,,4,,", ",2
KANNON_SHELL,KANNON_SHELL:ability_1,RAPID FIRE,,2,,,1
KILLA_JET_BURNA,KILLA_JET_BURNA:ability_1,CLEAVE,,1,,,1
KILLA_JET_BURNA,KILLA_JET_BURNA:ability_2,EXTRA ATTACKS,,,,", ",2
KILLA_JET_CUTTA,KILLA_JET_CUTTA:ability_1,EXTRA ATTACKS,,,,,1
KOPTA_ROKKITS,KOPTA_ROKKITS:ability_1,BLAST,,,,,1
KOPTA_ROKKITS,KOPTA_ROKKITS:ability_2,TWIN-LINKED,,,,", ",2
KUSTOM_CHOPPA_WARBOSS,KUSTOM_CHOPPA_WARBOSS:ability_1,CLEAVE,,2,,,1
KUSTOM_MEGA_BLASTA,KUSTOM_MEGA_BLASTA:ability_1,HAZARDOUS,,,,,1
KUSTOM_MEGA_BLASTA,KUSTOM_MEGA_BLASTA:ability_2,LETHAL HITS,,,,", ",2
KUSTOM_MEGA_SLUGGA,KUSTOM_MEGA_SLUGGA:ability_1,CLOSE-QUARTERS,,,,,1
KUSTOM_MEGA_SLUGGA,KUSTOM_MEGA_SLUGGA:ability_2,HAZARDOUS,,,,", ",2
KUSTOM_SHOOTA_WARBOSS,KUSTOM_SHOOTA_WARBOSS:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
KUSTOM_SHOOTA_WARBOSS,KUSTOM_SHOOTA_WARBOSS:ability_2,RAPID FIRE,,2,,", ",2
KUSTOM_SHOOTA_WATTRAKK,KUSTOM_SHOOTA_WATTRAKK:ability_1,RAPID FIRE,,2,,,1
KUSTOM_SHOOTA_NOB,KUSTOM_SHOOTA_NOB:ability_1,RAPID FIRE,,2,,,1
LOBBA,LOBBA:ability_1,BLAST,,3,,,1
LOBBA,LOBBA:ability_2,INDIRECT FIRE,,,,", ",2
MAKARIS_STABBA,MAKARIS_STABBA:ability_1,DEVASTATING WOUNDS,,,,,1
MORKS_ROAR,MORKS_ROAR:ability_1,RAPID FIRE,,4,,,1
MORKS_TEETH,MORKS_TEETH:ability_1,PRECISION,,,,,1
MORKS_TEETH,MORKS_TEETH:ability_2,TWIN-LINKED,,,,", ",2
PSYKO_GATLER,PSYKO_GATLER:ability_1,ASSAULT,,,,,1
PSYKO_GATLER,PSYKO_GATLER:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
PSYKO_GATLER,PSYKO_GATLER:ability_3,SUSTAINED HITS,,1,,", ",3
ROKKIT_LAUNCHA,ROKKIT_LAUNCHA:ability_1,BLAST,,,,,1
ROKKIT_LAUNCHA_DAKKARIG,ROKKIT_LAUNCHA_DAKKARIG:ability_1,HEAVY,,,,,1
ROKKIT_LAUNCHA_KANS,ROKKIT_LAUNCHA_KANS:ability_1,BLAST,,,,,1
SADDLEGIT_WEAPONS,SADDLEGIT_WEAPONS:ability_1,ASSAULT,,,,,1
SAVAGE_HORNS_AND_HOOVES,SAVAGE_HORNS_AND_HOOVES:ability_1,EXTRA ATTACKS,,,,,1
SAVAGE_HORNS_AND_HOOVES,SAVAGE_HORNS_AND_HOOVES:ability_2,LANCE,,,,", ",2
SAW_BLADES,SAW_BLADES:ability_1,CLEAVE,,1,,,1
SAW_BLADES,SAW_BLADES:ability_2,EXTRA ATTACKS,,,,", ",2
SHOKK_ATTACK_GUN,SHOKK_ATTACK_GUN:ability_1,BLAST,,1,,,1
SHOKK_ATTACK_GUN,SHOKK_ATTACK_GUN:ability_2,HEAVY,,,,", ",2
SHOOTA_BOYZ,SHOOTA_BOYZ:ability_1,RAPID FIRE,,1,,,1
SHOOTA_BANNERNOB,SHOOTA_BANNERNOB:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
SHOOTA_BANNERNOB,SHOOTA_BANNERNOB:ability_2,RAPID FIRE,,1,,", ",2
SHOOTA_BEASTBOSS,SHOOTA_BEASTBOSS:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
SHOOTA_BEASTBOSS,SHOOTA_BEASTBOSS:ability_2,RAPID FIRE,,1,,", ",2
SKORCHA,SKORCHA:ability_1,TORRENT,,,,,1
SKORCHA,SKORCHA:ability_2,BLAST,,1,,", ",2
SLUGGA_BIGBOSS,SLUGGA_BIGBOSS:ability_1,CLOSE-QUARTERS,,,,,1
SLUGGA_BIGBOSS,SLUGGA_BIGBOSS:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
SLUGGA_BOYZ,SLUGGA_BOYZ:ability_1,PISTOL,,,,,1
SLUGGA_NOB,SLUGGA_NOB:ability_1,PISTOL,,,,,1
SLUGGA_SNIKROT,SLUGGA_SNIKROT:ability_1,CLOSE-QUARTERS,,,,,1
SLUGGA_SNIKROT,SLUGGA_SNIKROT:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
SLUGGA_SNIKROT,SLUGGA_SNIKROT:ability_3,PRECISION,,,,", ",3
SLUGGA_ZOD,SLUGGA_ZOD:ability_1,ANTI,MONSTER,4+,,,1
SLUGGA_ZOD,SLUGGA_ZOD:ability_2,PISTOL,,,,", ",2
SLUGGA_ZODGROD,SLUGGA_ZODGROD:ability_1,ANTI,MONSTER,4+,,,1
SLUGGA_ZODGROD,SLUGGA_ZODGROD:ability_2,PISTOL,,,,", ",2
SMASH_HAMMER,SMASH_HAMMER:ability_1,ANTI,MONSTER,4+,,,1
SMASH_HAMMER,SMASH_HAMMER:ability_2,ANTI,VEHICLE,4+,,", ",2
SNAZZGUN,SNAZZGUN:ability_1,SUSTAINED HITS,,1,,,1
SNAZZGUN,SNAZZGUN:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
SPEEDING_BULK_AND_FLAMING_EXHAUST,SPEEDING_BULK_AND_FLAMING_EXHAUST:ability_1,CLEAVE,,1,,,1
SPEEDING_BULK_AND_FLAMING_EXHAUST,SPEEDING_BULK_AND_FLAMING_EXHAUST:ability_2,EXTRA ATTACKS,,,,", ",2
SPESHUL_KOMMANDO_SHOOTA,SPESHUL_KOMMANDO_SHOOTA:ability_1,RAPID FIRE,,2,,,1
SPESHUL_KOMMANDO_SHOOTA,SPESHUL_KOMMANDO_SHOOTA:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
SPIKED_WHEELS_TRUKK,SPIKED_WHEELS_TRUKK:ability_1,RAPID FIRE,,2,,,1
SPINNIN_BLADES,SPINNIN_BLADES:ability_1,CLEAVE,,1,,,1
SPINNIN_BLADES,SPINNIN_BLADES:ability_2,HAZARDOUS,,,,", ",2
SQUIG_JAWS,SQUIG_JAWS:ability_1,EXTRA ATTACKS,,,,,1
SQUIGOSAURS_JAWS,SQUIGOSAURS_JAWS:ability_1,ANTI,MONSTER/VEHICLE,3+,,,1
SQUIGOSAURS_JAWS,SQUIGOSAURS_JAWS:ability_2,EXTRA ATTACKS,,,,", ",2
STIKKA_KANNON,STIKKA_KANNON:ability_1,ANTI,MONSTER,2+,,,1
STIKKA_KANNON,STIKKA_KANNON:ability_2,ANTI,VEHICLE,2+,,", ",2
STIKKA_MELEE,STIKKA_MELEE:ability_1,ANTI,MONSTER,4+,,,1
STIKKA_MELEE,STIKKA_MELEE:ability_2,ANTI,VEHICLE,4+,,", ",2
STIKKA_RANGE,STIKKA_RANGE:ability_1,ASSAULT,,,,,1
STIKKA_RANGE,STIKKA_RANGE:ability_2,ANTI,MONSTER,4+,,", ",2
STIKKA_RANGE,STIKKA_RANGE:ability_3,ANTI,VEHICLE,4+,,", ",3
SUPA_GATLER,SUPA_GATLER:ability_1,SUSTAINED HITS,,1,,,1
SUPA_ROKKITS,SUPA_ROKKITS:ability_1,BLAST,,,,,1
TANKHAMMER,TANKHAMMER:ability_1,DEVASTATING WOUNDS,,,,,1
TANKHAMMER,TANKHAMMER:ability_2,HAZARDOUS,,,,", ",2
THUMP_GUN,THUMP_GUN:ability_1,ANTI,MONSTER/VEHICLE,4+,,,1
TRAKTOR_BLASTA,TRAKTOR_BLASTA:ability_1,ANTI,FLY,2+,,,1
TWIN_BIG_SHOOTA,TWIN_BIG_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
TWIN_BIG_SHOOTA,TWIN_BIG_SHOOTA:ability_2,RAPID FIRE,,4,,", ",2
TWIN_DAKKAGUN,TWIN_DAKKAGUN:ability_1,ASSAULT,,,,,1
TWIN_DAKKAGUN,TWIN_DAKKAGUN:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
TWO_HANDED_BIG_CHOPPA_BIGBOSS,TWO_HANDED_BIG_CHOPPA_BIGBOSS:ability_1,CLEAVE,,1,,,1
URTY_SYRINGE,URTY_SYRINGE:ability_1,ANTI,INFANTRY,4+,,,1
URTY_SYRINGE,URTY_SYRINGE:ability_2,DEVASTATING WOUNDS,,,INFANTRY,", ",2
URTY_SYRINGE,URTY_SYRINGE:ability_3,EXTRA ATTACKS,,,,", ",3
WEIRDBOY_STAFF,WEIRDBOY_STAFF:ability_1,PSYCHIC,,,,,1
WRECKIN_BALL,WRECKIN_BALL:ability_1,CLEAVE,,2,,,1
WRECKIN_BALL,WRECKIN_BALL:ability_2,EXTRA ATTACKS,,,,", ",2
WURRTOWER,WURRTOWER:ability_1,HAZARDOUS,,,,,1
WURRTOWER,WURRTOWER:ability_2,PSYCHIC,,,,", ",2
WURRTOWER,WURRTOWER:ability_3,TORRENT,,,,", ",3
ADAMANTINE_EADBUTT,ADAMANTINE_EADBUTT:ability_1,DEVASTATING WOUNDS,,,,,1
ADAMANTINE_EADBUTT,ADAMANTINE_EADBUTT:ability_2,EXTRA ATTACKS,,,,", ",2
ADAMANTINE_EADBUTT,ADAMANTINE_EADBUTT:ability_3,PRECISION,,,,", ",3
BIG_CHOPPA,BIG_CHOPPA:ability_1,CLEAVE,,2,,,1
BIG_CHOPPA_SNAGGA,BIG_CHOPPA_SNAGGA:ability_1,ANTI,MONSTER,4+,,,1
BIG_CHOPPA_SNAGGA,BIG_CHOPPA_SNAGGA:ability_2,ANTI,VEHICLE,4+,,", ",2
BIG_CHOPPA_SNAGGA,BIG_CHOPPA_SNAGGA:ability_3,CLEAVE,,2,,", ",3
BIG_SKORCHA,BIG_SKORCHA:ability_1,BLAST,,2,,,1
BIG_SKORCHA,BIG_SKORCHA:ability_2,TORRENT,,,,", ",2
BUSTA_ROKKIT_LAUNCHA_HUNTER,BUSTA_ROKKIT_LAUNCHA_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
BUSTA_ROKKIT_LAUNCHA_STANDARD,BUSTA_ROKKIT_LAUNCHA_STANDARD:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
CHOPPA_HUNTER,CHOPPA_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
CRUSHIN_BULK,CRUSHIN_BULK:ability_1,CLEAVE,,2,,,1
CRUSHIN_BULK_BATTLEWAGON,CRUSHIN_BULK_BATTLEWAGON:ability_1,CLEAVE,,1,,,1
DEFFKANNON_SUPA_ROKKITS,DEFFKANNON_SUPA_ROKKITS:ability_1,BLAST,,2,,,1
DUAL_KOMBI_ROKKIT_BUSTA,DUAL_KOMBI_ROKKIT_BUSTA:ability_1,ASSAULT,,,,,1
DUAL_KOMBI_ROKKIT_BUSTA,DUAL_KOMBI_ROKKIT_BUSTA:ability_2,KOMBI,,,,", ",2
DUAL_KOMBI_ROKKIT_DAKKAGUN,DUAL_KOMBI_ROKKIT_DAKKAGUN:ability_1,ASSAULT,,,,,1
DUAL_KOMBI_ROKKIT_DAKKAGUN,DUAL_KOMBI_ROKKIT_DAKKAGUN:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
DUAL_KOMBI_ROKKIT_DAKKAGUN,DUAL_KOMBI_ROKKIT_DAKKAGUN:ability_3,KOMBI,,,,", ",3
GORKS_KLAW,GORKS_KLAW:ability_1,CLEAVE,,2,,,1
GORKS_KLAW,GORKS_KLAW:ability_2,DEVASTATING WOUNDS,,,,", ",2
KNUCKLEBUSTAS,KNUCKLEBUSTAS:ability_1,ANTI,MONSTER,4+,,,1
KNUCKLEBUSTAS,KNUCKLEBUSTAS:ability_2,ANTI,VEHICLE,4+,,", ",2
KOMBI_ROKKIT_BUSTA,KOMBI_ROKKIT_BUSTA:ability_1,KOMBI,,,,,1
KOMBI_ROKKIT_SHOOTA,KOMBI_ROKKIT_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
KOMBI_ROKKIT_SHOOTA,KOMBI_ROKKIT_SHOOTA:ability_2,RAPID FIRE,,1,,", ",2
KOMBI_ROKKIT_SHOOTA,KOMBI_ROKKIT_SHOOTA:ability_3,KOMBI,,,,", ",3
KUSTOM_BIG_SHOOTA,KUSTOM_BIG_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
KUSTOM_SHOOTA,KUSTOM_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
KUSTOM_SHOOTA,KUSTOM_SHOOTA:ability_2,RAPID FIRE,,2,,", ",2
MEGA_CHOPPA,MEGA_CHOPPA:ability_1,CLEAVE,,4,,,1
MORKS_ROAR_AIMED,MORKS_ROAR_AIMED:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
MORKS_ROAR_AIMED,MORKS_ROAR_AIMED:ability_2,RAPID FIRE,,4,,", ",2
MORKS_ROAR_POINT_BLANK,MORKS_ROAR_POINT_BLANK:ability_1,CLOSE-QUARTERS,,,,,1
MORKS_ROAR_POINT_BLANK,MORKS_ROAR_POINT_BLANK:ability_2,TORRENT,,,,", ",2
POWER_SNAPPA,POWER_SNAPPA:ability_1,ANTI,MONSTER/VEHICLE,4+,,,1
ROKKIT_LAUNCHA_BLASTA,ROKKIT_LAUNCHA_BLASTA:ability_1,BLAST,,2,,,1
ROKKIT_LAUNCHA_BUSTA_LETHAL,ROKKIT_LAUNCHA_BUSTA_LETHAL:ability_1,LETHAL HITS,,,,,1
ROKKIT_PISTOL,ROKKIT_PISTOL:ability_1,CLOSE-QUARTERS,,,,,1
ROKKIT_PISTOL_BREAKA,ROKKIT_PISTOL_BREAKA:ability_1,PISTOL,,,,,1
SAVAGE_HORNS_HOOVES,SAVAGE_HORNS_HOOVES:ability_1,EXTRA ATTACKS,,,,,1
SAVAGE_HORNS_HOOVES,SAVAGE_HORNS_HOOVES:ability_2,LANCE,,,,", ",2
SLUGGA,SLUGGA:ability_1,CLOSE-QUARTERS,,,,,1
SLUGGA,SLUGGA:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
SMASH_HAMMER_HUNTER,SMASH_HAMMER_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
SMASH_HAMMER_STANDARD,SMASH_HAMMER_STANDARD:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
SNAZZGUN_CUTTA,SNAZZGUN_CUTTA:ability_1,MELTA,,2,,,1
SNAZZGUN_CUTTA,SNAZZGUN_CUTTA:ability_2,HAZARDOUS,,,,", ",2
SNAZZGUN_KILL_SHOT,SNAZZGUN_KILL_SHOT:ability_1,HAZARDOUS,,,,,1
SQUIGHOG_JAWS,SQUIGHOG_JAWS:ability_1,EXTRA ATTACKS,,,,,1
STIKKA_RANGED,STIKKA_RANGED:ability_1,ASSAULT,,,,,1
STIKKA_RANGED,STIKKA_RANGED:ability_2,ANTI,MONSTER,4+,,", ",2
STIKKA_RANGED,STIKKA_RANGED:ability_3,ANTI,VEHICLE,4+,,", ",3
SUPA_GATLER_AIMED,SUPA_GATLER_AIMED:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
SUPA_GATLER_AIMED,SUPA_GATLER_AIMED:ability_2,SUSTAINED HITS,,1,,", ",2
SUPA_GATLER_POINT_BLANK,SUPA_GATLER_POINT_BLANK:ability_1,TORRENT,,,,,1
BIG_SHOOTA,BIG_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
BIG_SHOOTA,BIG_SHOOTA:ability_2,RAPID FIRE,,2,,", ",2
KOMBI_SKORCHA_SHOOTA,KOMBI_SKORCHA_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
KOMBI_SKORCHA_SHOOTA,KOMBI_SKORCHA_SHOOTA:ability_2,RAPID FIRE,,1,,", ",2
KOMBI_SKORCHA_SHOOTA,KOMBI_SKORCHA_SHOOTA:ability_3,KOMBI,,,,", ",3
KOMBI_SKORCHA_SKORCHA,KOMBI_SKORCHA_SKORCHA:ability_1,BLAST,,1,,,1
KOMBI_SKORCHA_SKORCHA,KOMBI_SKORCHA_SKORCHA:ability_2,TORRENT,,,,", ",2
KOMBI_SKORCHA_SKORCHA,KOMBI_SKORCHA_SKORCHA:ability_3,KOMBI,,,,", ",3
SHOOTA,SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
SHOOTA,SHOOTA:ability_2,RAPID FIRE,,1,,", ",2
BUZZSAW,BUZZSAW:ability_1,CLEAVE,,1,,,1
BUZZSAW,BUZZSAW:ability_2,EXTRA ATTACKS,,,,", ",2
DEFFSTORM_MEGA_SHOOTA_AIMED,DEFFSTORM_MEGA_SHOOTA_AIMED:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
DEFFSTORM_MEGA_SHOOTA_POINT_BLANK,DEFFSTORM_MEGA_SHOOTA_POINT_BLANK:ability_1,TORRENT,,,,,1
DREAD_KLAW,DREAD_KLAW:ability_1,CLEAVE,,1,,,1
DUAL_BIG_SHOOTA,DUAL_BIG_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
DUAL_BIG_SHOOTA,DUAL_BIG_SHOOTA:ability_2,RAPID FIRE,,4,,", ",2
EXTRA_KLAW,EXTRA_KLAW:ability_1,EXTRA ATTACKS,,,,,1
KAN_BLASTA_DAKKA,KAN_BLASTA_DAKKA:ability_1,BLAST,,1,,,1
KAN_BLASTA_DAKKA,KAN_BLASTA_DAKKA:ability_2,IGNORES COVER,,,,", ",2
KAN_BLASTA_DAKKA,KAN_BLASTA_DAKKA:ability_3,SUSTAINED HITS,,1,,", ",3
KAN_BLASTA_POINT_BLANK,KAN_BLASTA_POINT_BLANK:ability_1,BLAST,,2,,,1
KAN_BLASTA_POINT_BLANK,KAN_BLASTA_POINT_BLANK:ability_2,TORRENT,,,,", ",2
KILLKANNON,KILLKANNON:ability_1,ANTI,INFANTRY,3+,,,1
KILLKANNON,KILLKANNON:ability_2,BLAST,,1,,", ",2
KILLKANNON,KILLKANNON:ability_3,RAPID FIRE,,4,,", ",3
KLAW_OF_GORK_STRIKE,KLAW_OF_GORK_STRIKE:ability_1,CLEAVE,,1,,,1
KLAW_OF_MORK_STRIKE,KLAW_OF_MORK_STRIKE:ability_1,CLEAVE,,2,,,1
KOMBI_WEAPON_KILL_SHOT,KOMBI_WEAPON_KILL_SHOT:ability_1,KOMBI,,,,,1
KOMBI_WEAPON_POINT_BLANK,KOMBI_WEAPON_POINT_BLANK:ability_1,BLAST,,1,,,1
KOMBI_WEAPON_POINT_BLANK,KOMBI_WEAPON_POINT_BLANK:ability_2,TORRENT,,,,", ",2
KOMBI_WEAPON_POINT_BLANK,KOMBI_WEAPON_POINT_BLANK:ability_3,KOMBI,,,,", ",3
KOMBI_WEAPON_SHOOTA,KOMBI_WEAPON_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
KOMBI_WEAPON_SHOOTA,KOMBI_WEAPON_SHOOTA:ability_2,RAPID FIRE,,1,,", ",2
KOMBI_WEAPON_SHOOTA,KOMBI_WEAPON_SHOOTA:ability_3,KOMBI,,,,", ",3
KUSTOM_BLASTA_X_GATLER,KUSTOM_BLASTA_X_GATLER:ability_1,HAZARDOUS,,,,,1
KUSTOM_BLASTA_X_MELEE,KUSTOM_BLASTA_X_MELEE:ability_1,CLEAVE,,1,,,1
KUSTOM_BLASTA_X_MELEE,KUSTOM_BLASTA_X_MELEE:ability_2,EXTRA ATTACKS,,,,", ",2
KUSTOM_BLASTA_X_SHOOTA,KUSTOM_BLASTA_X_SHOOTA:ability_1,LETHAL HITS,,,non-MONSTER/VEHICLE,,1
KUSTOM_BLASTA_X_SHOOTA,KUSTOM_BLASTA_X_SHOOTA:ability_2,RAPID FIRE,,2,,", ",2
KUSTOM_BLASTA_X_SKORCHA,KUSTOM_BLASTA_X_SKORCHA:ability_1,BLAST,,1,,,1
KUSTOM_BLASTA_X_SKORCHA,KUSTOM_BLASTA_X_SKORCHA:ability_2,TORRENT,,,,", ",2
KUSTOM_MEGA_ZAPPA,KUSTOM_MEGA_ZAPPA:ability_1,BLAST,,,,,1
KUSTOM_MEGA_ZAPPA,KUSTOM_MEGA_ZAPPA:ability_2,HAZARDOUS,,,,", ",2
KUSTOM_SHOOTA_AIMED,KUSTOM_SHOOTA_AIMED:ability_1,ASSAULT,,,,,1
KUSTOM_SHOOTA_AIMED,KUSTOM_SHOOTA_AIMED:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
KUSTOM_SHOOTA_AIMED,KUSTOM_SHOOTA_AIMED:ability_3,SUSTAINED HITS,,1,,", ",3
KUSTOM_SHOOTA_POINT_BLANK,KUSTOM_SHOOTA_POINT_BLANK:ability_1,CLOSE-QUARTERS,,,,,1
KUSTOM_SHOOTA_POINT_BLANK,KUSTOM_SHOOTA_POINT_BLANK:ability_2,TORRENT,,,,", ",2
MOONCHEWA,MOONCHEWA:ability_1,CLEAVE,,1,,,1
MOONCHEWA,MOONCHEWA:ability_2,TWIN-LINKED,,,,", ",2
SPIKED_RAM,SPIKED_RAM:ability_1,CLEAVE,,1,,,1
TWIN_KILLSAW,TWIN_KILLSAW:ability_1,TWIN-LINKED,,,,,1
ZZAP_GUN,ZZAP_GUN:ability_1,ANTI,MONSTER/VEHICLE,4+,,,1
ZZAP_GUN,ZZAP_GUN:ability_2,DEVASTATING WOUNDS vs MONSTER/VEHICLE,,,,", ",2
ZZAP_GUN,ZZAP_GUN:ability_3,RAPID FIRE,,2,,", ",3
ZZAP_GUN,ZZAP_GUN:ability_4,SUSTAINED HITS,,2,,", ",4
BIG_CHOPPA_BIGBOSS,BIG_CHOPPA_BIGBOSS:ability_1,PRECISION,,,,,1
POWER_VOMIT,POWER_VOMIT:ability_1,BLAST,,1,,,1
POWER_VOMIT,POWER_VOMIT:ability_2,HAZARDOUS,,,,", ",2
POWER_VOMIT,POWER_VOMIT:ability_3,PSYCHIC,,,,", ",3
POWER_VOMIT,POWER_VOMIT:ability_4,TORRENT,,,,", ",4
COPPER_STAFF,COPPER_STAFF:ability_1,PSYCHIC,,,,,1
MORKS_TEEF,MORKS_TEEF:ability_1,ANTI,INFANTRY,2+,,,1
MORKS_TEEF,MORKS_TEEF:ability_2,PRECISION,,,,", ",2
BEAST_SNAGGA_KLAW_BEASTCHOPPA,BEAST_SNAGGA_KLAW_BEASTCHOPPA:ability_1,SUSTAINED HITS,,2,MONSTER/VEHICLE,,1
SQUIGSTOPPA,SQUIGSTOPPA:ability_1,ANTI,MONSTER/VEHICLE,4+,,,1
SQUIGSTOPPA,SQUIGSTOPPA:ability_2,CLOSE-QUARTERS,,,,", ",2
SQUIGSTOPPA,SQUIGSTOPPA:ability_3,DEVASTATING WOUNDS,,,MONSTER/VEHICLE,", ",3
THUMP_GUN_MOZROG,THUMP_GUN_MOZROG:ability_1,ANTI,MONSTER/VEHICLE,4+,,,1
GUTRIPPA_STANDARD,GUTRIPPA_STANDARD:ability_1,CLEAVE,,1,,,1
GUTRIPPA_HUNTER,GUTRIPPA_HUNTER:ability_1,HUNTER,,,MONSTER/VEHICLE,,1
SLUGGA_SQUIGOSAUR,SLUGGA_SQUIGOSAUR:ability_1,CLOSE-QUARTERS,,,,,1
SLUGGA_SQUIGOSAUR,SLUGGA_SQUIGOSAUR:ability_2,LETHAL HITS,,,non-MONSTER/VEHICLE,", ",2
