Detachment_ID,Army_Name,Detachment_Name,Item_Type,Item_ID,Item_Name,Points,CP_Cost,DP_Cost,Detachment_Disposition,Short_Description,Long_Description
orks_war_horde,,War Horde,STRATAGEM,orks_war_horde_stratagem_fungus_fuel_injection_1cp,FUNGUS-FUEL INJECTION,,1,,,"Movement: ORKS MOUNTED/VEHICLE unit gets +2"" M.","WHEN: Your Movement phase, when a friendly ORKS MOUNTED/VEHICLE unit is selected to move.

TARGET: That ORKS MOUNTED/VEHICLE unit.

EFFECT: Your unit has +2"" M."
orks_war_horde,,War Horde,STRATAGEM,orks_war_horde_stratagem_close_range_dakka_1cp,CLOSE-RANGE DAKKA,,1,,,Shooting: ORKS unit’s ranged attacks gain [RAPID FIRE 1] (or +1 RAPID FIRE).,"WHEN: Your Shooting phase, when a friendly ORKS unit is selected to shoot.

TARGET: That ORKS unit.

EFFECT: Your unit's ranged attacks have:
- [RAPID FIRE 1]
- Or if that attack already has [RAPID FIRE], +1 to the value of that [RAPID FIRE] (e.g. [RAPID FIRE 1] becomes [RAPID FIRE 2])."
orks_freebooter_krew,,Freebooter Krew,STRATAGEM,orks_freebooter_krew_stratagem_bash_and_grab_1cp,Bash and Grab,,1,,,FIGHT: ORKS can re‑roll To Wound within loot objective.,"WHEN: The Fight phase.

TARGET: One ORKS unit from your army that has not been selected to fight this phase.

EFFECT: Until the end of the phase, each time a model in your unit makes an attack that targets an enemy unit within range of the loot objective, you can re‑roll the wound roll."
orks_freebooter_krew,,Freebooter Krew,ENHANCEMENT,orks_freebooter_krew_enhancement_bionik_workshop,Bionik Workshop,15,,,,"BIG MEK or PAINBOY. At Battle’s start, roll D3 to determine Bionik ability: 
1) Bionik Legs +2″ to Move 
2) Bionik Arms +1 Strength in melee 
3) Bionik Bonce WS +1","BIG MEK or Painboy model only. At the start of the battle, roll one D3 and compare the result to the list below. Until the end of the battle, models in the bearer’s unit have that bioniks ability: 1. Bionik Legs – add 2″ to the Move characteristic of this model; 2. Bionik Arms – add 1 to the Strength characteristic of melee weapons equipped by this model; 3. Bionik Bonce – improve the Weapon Skill characteristic of melee weapons equipped by this model by 1."
orks_freebooter_krew,,Freebooter Krew,STRATAGEM,orks_freebooter_krew_stratagem_boardin_rush_1cp,Boardin’ Rush,,1,,,MOVEMENT: ORKS Advance flat 6″ instead of rolling.,"WHEN: Your Movement phase.

TARGET: One ORKS unit from your army that has not been selected to move this phase.

EFFECT: Until the end of the phase, each time your unit Advances, do not make an Advance roll. Instead, until the end of the phase, add 6″ to the Move characteristic of models in your unit."
orks_rollin_deff,,Rollin’ Deff,ENHANCEMENT,orks_rollin_deff_enhancement_boarding_ramps_1,Boarding Ramps 1,10,,,,WAGON. Units disembarking gain +1 to Charge until end of turn.,"WAGON unit only. When a unit embarked within this unit is selected to make a disembark move, that unit has +1 to charge rolls until the end of the turn."
orks_rollin_deff,,Rollin’ Deff,ENHANCEMENT,orks_rollin_deff_enhancement_boarding_ramps_2,Boarding Ramps 2,10,,,,WAGON. Units disembarking gain +1 to Charge until end of turn.,"WAGON unit only. When a unit embarked within this unit is selected to make a disembark move, that unit has +1 to charge rolls until the end of the turn."
orks_rollin_deff,,Rollin’ Deff,STRATAGEM,orks_rollin_deff_stratagem_brutal_broadside_1cp,Brutal Broadside,,1,,,"SHOOTING: BATTLEWAGONs ranged attacks (excluding Firing Deck) have [RAPID FIRE X], where X equals the attack’s A.","WHEN: Your Shooting phase, when a friendly BATTLEWAGON unit is selected to shoot.

TARGET: That BATTLEWAGON unit.

EFFECT: Your unit’s ranged attacks (excluding attacks made by weapons selected with Firing Deck) have [RAPID FIRE X], where X is that attack’s A."
orks_more_dakka,,More Dakka!,STRATAGEM,orks_more_dakka_stratagem_call_dat_dakka_1cp,Call Dat Dakka?,,1,,,"ENEMY SHOOTING: After enemy shot, ORKS INFANTRY can shoot back. Snap shooting but may only target that enemy.","WHEN: Your opponent’s Shooting phase, when an enemy unit that targeted a friendly ORKS INFANTRY unit has shot.

TARGET: That ORKS INFANTRY unit.

EFFECT: Your unit shoots using snap shooting, but while doing so your unit can only target that enemy unit."
orks_more_dakka,,More Dakka!,ENHANCEMENT,orks_more_dakka_enhancement_da_gobshot_thunderbuss,Da Gobshot Thunderbuss,15,,,,ORKS INFANTRY model. Ranged have [DEVASTATING WOUNDS] and [HAZARDOUS].,ORKS INFANTRY model only. This model’s ranged attacks have [DEVASTATING WOUNDS] and [HAZARDOUS].
orks_freebooter_krew,,Freebooter Krew,ENHANCEMENT,orks_freebooter_krew_enhancement_da_kaptin,Da Kaptin,10,,,,"ORKS. Once per battle round, friendly battle‑shocked ORKS within 12″; suffers D3 mortals and no longer battle‑shocked.","ORKS model only. Once per battle round, at the start of any phase, you can select one friendly ORKS unit that is battle‑shocked and within 12″ of the bearer. That unit suffers D3 mortal wounds and is no longer battle‑shocked."
orks_more_dakka,,More Dakka!,ENHANCEMENT,orks_more_dakka_enhancement_dead_shiny_shootas,Dead Shiny Shootas,15,,,,"ORKS INFANTRY. Ranged have [RAPID FIRE 1]; if already [RAPID FIRE], then +1 Rapid Fire.","ORKS INFANTRY unit only. This unit’s ranged attacks have [RAPID FIRE 1], or if that attack already has [RAPID FIRE], +1 to the value of that [RAPID FIRE] (e.g. [RAPID FIRE 1] becomes [RAPID FIRE 2])."
orks_freebooter_krew,,Freebooter Krew,STRATAGEM,orks_freebooter_krew_stratagem_deck_fraggers_1cp,Deck Fraggers,,1,,,SHOOTING: ORKS ranged get [BLAST] when targeting INFANTRY.,"WHEN: Your Shooting phase.

TARGET: One ORKS unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, each time a model in your unit targets an INFANTRY unit with a ranged weapon, that weapon has the [BLAST] ability."
orks_more_dakka,Orks,More Dakka!,DETACHMENT_RULE,orks_more_dakka_detachment_rule_dakka_dakka_dakka,DAKKA! DAKKA! DAKKA!,,,1,Purge the Foe,INFANTRY ranged have [ASSAULT].  In addition whe RILED UP ranged get  [SUSTAINED HITS 1],"Friendly ORKS INFANTRY units’ ranged attacks have [ASSAULT].

In your Shooting phase, if the Waaagh! is active for your army, friendly ORKS INFANTRY units’ ranged attacks have [SUSTAINED HITS 1]."
orks_freebooter_krew,Orks,Freebooter Krew,DETACHMENT_RULE,orks_freebooter_krew_detachment_rule_here_be_loot,Detachment Rule - Here Be Loot,,,2,Take and Hold,"Start of Command: Select Loot objective. ORKS INFANTRY, MOUNTED, WALKER attacks gain [SUSTAINED HITS 1] if they STAND in it or TARGET units within it. ","At the start of your Command phase, select one objective marker; until the start of your next Command phase, that marker is your loot objective. Each time a model in an ORKS INFANTRY, ORKS MOUNTED or ORKS WALKER unit from your army makes an attack, that attack has [SUSTAINED HITS 1] if the unit is within range of your loot objective or if the attack targets a unit within range of your loot objective."
orks_rollin_deff,Orks,Rollin’ Deff,DETACHMENT_RULE,orks_rollin_deff_detachment_rule_thundering_wagons,Detachment Rule - Thundering Wagons,,,1,Priority Assets,"WAGON re‑rolls Charge & Advance flat 6"". 

BATTLEWAGON, HUNTA & KILL RIG.","Friendly BATTLEWAGON, HUNTA RIG, KILL RIG units have WAGON. 

Friendly WAGON units can re‑roll charge rolls. When a friendly WAGON unit is selected to make an advance move, that unit can change advance rolls to a 6. 

This detachment has the WAGONS tag and cannot be taken with another WAGONS detachment."
orks_rollin_deff,,Rollin’ Deff,STRATAGEM,orks_rollin_deff_stratagem_devastating_drift_1cp,Devastating Drift,,1,,,FIGHT: A WAGON unit that charged this turn has melee attacks with [CLEAVE 1].,"WHEN: Your Fight phase, when a friendly WAGON unit that made a charge move this turn is selected to fight.

TARGET: That WAGON unit.

EFFECT: Your unit’s melee attacks have [CLEAVE 1]."
orks_freebooter_krew,,Freebooter Krew,ENHANCEMENT,orks_freebooter_krew_enhancement_git_spotter_squig,Git‑Spotter Squig,20,,,,ORKS. Ranged weapons in bearer’s unit [IGNORES COVER].,ORKS model only. Ranged weapons equipped by models in the bearer’s unit have the [IGNORES COVER] ability.
orks_freebooter_krew,,Freebooter Krew,STRATAGEM,orks_freebooter_krew_stratagem_grab_and_bash_1cp,Grab and Bash,,1,,,"COMMAND: ORKS* within loot objective get the Waaagh! until next Command phase.
*Excludes Gretchin.","WHEN: Your Command phase.

TARGET: One ORKS unit from your army (excluding Gretchin units) that is within range of the loot objective.

EFFECT: Until the start of your next Command phase, the Waaagh! is active for your unit, even if you have already called a Waaagh! this battle."
orks_rollin_deff,,Rollin’ Deff,STRATAGEM,orks_rollin_deff_stratagem_impending_crunch_1cp,Impending Crunch,,1,,,"CHARGE: After WAGON ends Charge, each engaged enemy make battle‑shock at -1.","WHEN: Your Charge phase, when a friendly WAGON unit ends a charge move.

TARGET: That WAGON unit.

EFFECT: Each enemy unit engaged with your unit makes a battle‑shock roll, with –1 to that battle‑shock roll."
orks_freebooter_krew,,Freebooter Krew,STRATAGEM,orks_freebooter_krew_stratagem_krump_and_run_1cp,Krump and Run,,1,,,"ENEMY MOVEMENT: After an enemy falls back, ORKS that was engaged can make a normal move of up to 6″.","WHEN: Your opponent’s Movement phase, just after an enemy unit falls back.

TARGET: One ORKS unit from your army that was within engagement range of that enemy unit at the start of the phase and is not within range of one or more enemy units.

EFFECT: Your unit can make a normal move of up to 6″."
orks_more_dakka,,More Dakka!,STRATAGEM,orks_more_dakka_stratagem_long_uncontrolled_bursts_1cp,"Long, Uncontrolled Bursts",,1,,,SHOOTING: ORKS INFANTRY ranged have [IGNORES COVER].,"WHEN: Your Shooting phase, when a friendly ORKS INFANTRY unit is selected to shoot.

TARGET: That ORKS INFANTRY unit.

EFFECT: Your unit’s ranged attacks have [IGNORES COVER]."
orks_freebooter_krew,,Freebooter Krew,ENHANCEMENT,orks_freebooter_krew_enhancement_razgits_magik_map,Razgit’s Magik Map,25,,,,"ORKS. After deployment, redeploy up to three ORKS INFANTRY; they may go to Reserves regardless of limits.","ORKS model only. After both players have deployed their armies, select up to three ORKS INFANTRY units from your army and redeploy them. When doing so, you can set those units up in Strategic Reserves, regardless of how many units are already in Strategic Reserves."
orks_freebooter_krew,,Freebooter Krew,STRATAGEM,orks_freebooter_krew_stratagem_rolling_loot_heap_1cp,Rolling Loot‑Heap,,1,,,SHOOTING: Flash Gitz ranged gain [ANTI‑VEHICLE 4+] for the phase.,"WHEN: Your Shooting phase.

TARGET: One Flash Gitz unit from your army that has not been selected to shoot this phase.

EFFECT: Until the end of the phase, ranged weapons equipped by models in your unit have the [ANTI‑VEHICLE 4+] ability."
orks_more_dakka,,More Dakka!,STRATAGEM,orks_more_dakka_stratagem_speshul_shells_1cp,Speshul Shells,,1,,,SHOOTING: ORKS INFANTRY ranged target within 9″ have AP -1. ,"WHEN: Your Shooting phase, when a friendly ORKS INFANTRY unit is selected to shoot.

TARGET: That ORKS INFANTRY unit.

EFFECT: Your unit’s ranged attacks that target a unit within 9″ have +1 AP."
orks_rollin_deff,,Rollin’ Deff,ENHANCEMENT,orks_rollin_deff_enhancement_targetin_gizmos,Targetin’ Gizmos,15,,,,"WAGON. With BIG MEK embarked, ranged attacks IGNORE COVER 

If Waaagh! is active, they also gain SUSTAINED HITS 1","WAGON unit only. While a BIG MEK model is embarked within this unit, this unit’s ranged attacks have [IGNORES COVER]. If the Waaagh! is active for this unit, this unit’s ranged attacks also have [SUSTAINED HITS 1]."
orks_green_tide,Orks,Green Tide,DETACHMENT_RULE,orks_green_tide_detachment_rule_mob_handed_brutality,MOB-HANDED BRUTALITY,,,1,Take and Hold,"BOYZ melee [SUSTAINED HITS 1].

Charging INFANTRY: [LETHAL HITS: non-MONSTER/VEHICLE] in Melee","Friendly BOYZ units' melee attacks have [SUSTAINED HITS 1].

If a friendly ORKS INFANTRY unit made a charge move this turn, that unit's melee attacks have [LETHAL HITS: non-MONSTER/VEHICLE]."
orks_green_tide,,Green Tide,ENHANCEMENT,orks_green_tide_enhancement_ferocious_show_off,FEROCIOUS SHOW-OFF,,,,,"ORKS INFANTRY model.
Melee +1 A, or +2 A if 11+ models.","ORKS INFANTRY model only. This model's melee attacks have:
- +1 A
- Or, if this unit has 11+ models, +2 A."
orks_green_tide,,Green Tide,ENHANCEMENT,orks_green_tide_enhancement_ardboyz,'ARDBOYZ,,,,,BOYZ unit only. This unit has 4+ Sv.,BOYZ unit only. This unit has 4+ Sv.
orks_green_tide,,Green Tide,STRATAGEM,orks_green_tide_stratagem_unbridled_carnage_1cp,UNBRIDLED CARNAGE,,1,,,Fight: charging BOYZ melee +1 A.,"WHEN: Fight phase, when a friendly BOYZ unit that made a charge move this turn is selected to fight.

TARGET: That BOYZ unit.

EFFECT: Your unit's melee attacks have +1 A."
orks_green_tide,,Green Tide,STRATAGEM,orks_green_tide_stratagem_mob_mentality_1cp,MOB MENTALITY,,1,,,"Command Battle-shock step: ORKS INFANTRY 13+ models auto-pass Battle-shock for a visible ORKS unit within 12"".","WHEN: Start of the Battle-shock step of your Command phase.

TARGET: One friendly ORKS INFANTRY unit of 13+ models.

EFFECT: Select one visible friendly ORKS unit within 12"" of your unit. That unit's battle-shock rolls are automatically successful."
orks_green_tide,,Green Tide,STRATAGEM,orks_green_tide_stratagem_ere_we_go_1cp,'ERE WE GO,,1,,,Movement: BEAST SNAGGA BOYZ/BOYZ +2 to Advance rolls.,"WHEN: Your Movement phase, when a friendly BEAST SNAGGA BOYZ/BOYZ unit is selected to move.

TARGET: That BEAST SNAGGA BOYZ/BOYZ unit.

EFFECT: Your unit has +2 to advance rolls."
orks_bully_boyz,Orks,Bully Boyz,DETACHMENT_RULE,orks_bully_boyz_detachment_rule_displays_of_savagery,DISPLAYS OF SAVAGERY,,,1,Purge the Foe,Friendly MEGANOBZ/NOBZ melee has [SUSTAINED HITS 1].,Friendly MEGANOBZ/NOBZ units' melee attacks have [SUSTAINED HITS 1].
orks_bully_boyz,,Bully Boyz,ENHANCEMENT,orks_bully_boyz_enhancement_wimp_kickaz,WIMP-KICKAZ,,,,,NOBZ unit only. Engaged enemy that Falls Back must use desperate escape; -1 hazard rolls if this unit is riled up.,"NOBZ unit only. When an enemy unit engaged with this unit is selected to make a fall-back move:
- That enemy unit must select the desperate escape mode.
- If this unit is riled up, that enemy unit has -1 to the hazard rolls made for that desperate escape."
orks_bully_boyz,,Bully Boyz,ENHANCEMENT,orks_bully_boyz_enhancement_tellyporta_boss,TELLYPORTA BOSS,25,,,,MEGA ARMOUR model only. This unit (excluding VEHICLE) has Deep Strike.,MEGA ARMOUR model only. This unit (excluding VEHICLE units) has Deep Strike.
orks_bully_boyz,,Bully Boyz,STRATAGEM,orks_bully_boyz_stratagem_too_arrogant_to_die_1cp,TOO ARROGANT TO DIE,,1,,,Fight: MEGANOBZ/NOBZ fight-on-death on 4+ (3+ if riled up).,"WHEN: Fight phase, when an enemy unit targets a friendly MEGANOBZ/NOBZ unit.

TARGET: That MEGANOBZ/NOBZ unit.

EFFECT: When a model in your unit is destroyed, if your unit has not been selected to fight this phase, roll one D6, with +1 to that roll if your unit is riled up:
- On a 4+, do not remove that model from the battlefield. When your unit has fought, or at the end of the phase (whichever comes first), that model is removed from the battlefield."
orks_bully_boyz,,Bully Boyz,STRATAGEM,orks_bully_boyz_stratagem_armed_to_da_teef_1cp,ARMED TO DA TEEF,,1,,,"Shooting or Fight: MEGANOBZ/NOBZ re-roll hit 1s; if riled up, re-roll hits.","WHEN: Your Shooting phase or the Fight phase, when a friendly MEGANOBZ/NOBZ unit is selected to attack.

TARGET: That MEGANOBZ/NOBZ unit.

EFFECT: Your unit's attacks can:
- Re-roll hit rolls of 1.
- If your unit is riled up, re-roll hit rolls."
orks_bully_boyz,,Bully Boyz,STRATAGEM,orks_bully_boyz_stratagem_hulking_brutes_1cp,HULKING BRUTES,,1,,,"Opp shooting: MEGANOBZ/NOBZ, S>T ranged -1 to Wound (1CP); or all ranged -1 to Wound (+1CP).","WHEN: Your opponent's Shooting phase, when an enemy unit targets a friendly MEGANOBZ/NOBZ unit.

TARGET: That MEGANOBZ/NOBZ unit.

EFFECT: Ranged attacks that target your unit with a S greater than your unit's T have -1 to wound rolls.

Or +1CP: Ranged attacks that target your unit have -1 to wound rolls."
orks_taktikal_brigade,Orks,Taktikal Brigade,DETACHMENT_RULE,orks_taktikal_brigade_detachment_rule_suspiciously_well_organised,SUSPICIOUSLY WELL ORGANISED,,,1,Disruption,STORMBOYZ have BATTLELINE. BOYZ/KOMMANDOS/STORMBOYZ can Fall Back and still charge.,"Friendly STORMBOYZ units have BATTLELINE.

When a friendly BOYZ/KOMMANDOS/STORMBOYZ unit is selected to make a fall-back move, that fall-back move does not prevent that unit from being eligible to declare a charge."
orks_taktikal_brigade,,Taktikal Brigade,ENHANCEMENT,orks_taktikal_brigade_enhancement_kill_kommanda,KILL KOMMANDA,,,,,"BIG MEK/WARBOSS INFANTRY model only. While part of an attached unit, this model has Infiltrators and Stealth.","BIG MEK/WARBOSS INFANTRY model only. While this model is part of an attached unit, this model has:
- Infiltrators
- Stealth"
orks_taktikal_brigade,,Taktikal Brigade,ENHANCEMENT,orks_taktikal_brigade_enhancement_throat_slittas,THROAT-SLITTAS,,,,,KOMMANDOS/STORMBOYZ unit only. Melee has [LETHAL HITS: non-MONSTER/VEHICLE].,KOMMANDOS/STORMBOYZ unit only. This unit's melee attacks have [LETHAL HITS: non-MONSTER/VEHICLE].
orks_taktikal_brigade,,Taktikal Brigade,STRATAGEM,orks_taktikal_brigade_stratagem_dubious_restraint_1cp,DUBIOUS RESTRAINT,,1,,,Start/end of your Movement: BOYZ/KOMMANDOS/STORMBOYZ controlling an objective secures it.,"WHEN: Start/end of your Movement phase.

TARGET: One friendly BOYZ/KOMMANDOS/STORMBOYZ unit.

EFFECT: Select one objective your unit is controlling. That objective is secured."
orks_taktikal_brigade,,Taktikal Brigade,STRATAGEM,orks_taktikal_brigade_stratagem_mind_mostly_on_the_mission_1cp,MIND MOSTLY ON THE MISSION,,1,,,Movement: BOYZ/KOMMANDOS/STORMBOYZ Advance/Fall Back can still start an action.,"WHEN: Your Movement phase, when a friendly BOYZ/KOMMANDOS/STORMBOYZ unit is selected to make an advance/fall-back move.

TARGET: That BOYZ/KOMMANDOS/STORMBOYZ unit.

EFFECT: That move does not prevent your unit from being eligible to start an action."
orks_taktikal_brigade,,Taktikal Brigade,STRATAGEM,orks_taktikal_brigade_stratagem_while_their_backs_are_turned_1cp,WHILE THEIR BACKS ARE TURNED,,1,,,"End of opponent's Movement: unengaged BOYZ/KOMMANDOS/STORMBOYZ that was engaged can Normal move 6"".","WHEN: End of your opponent's Movement phase.

TARGET: One friendly unengaged BOYZ/KOMMANDOS/STORMBOYZ unit that was engaged at the start of the phase.

EFFECT: Your unit can make a normal move of up to 6""."
orks_wreckas,Orks,Wreckas,DETACHMENT_RULE,orks_wreckas_detachment_rule_wreckin_and_lootin,WRECKIN' AND LOOTIN',,,1,,BREAKA BOYZ/FLASH GITZ/TANKBUSTAS re-roll hit 1s if they or their target are in range of an objective.,"In your Shooting phase, when a friendly BREAKA BOYZ/FLASH GITZ/TANKBUSTAS unit is selected to shoot, if any of the following apply, that unit's attacks can re-roll hit rolls of 1:
- That unit is within range of an objective.
- The target of that attack is within range of an objective."
orks_wreckas,,Wreckas,ENHANCEMENT,orks_wreckas_enhancement_kaptins_hat,KAPTIN'S HAT,,,,,"BIG MEK/WARBOSS INFANTRY only. After deployment, redeploy up to 3 ORKS INFANTRY; can go into Strategic Reserves ignoring limits.","BIG MEK/WARBOSS INFANTRY model only. When both players have deployed their armies, you can redeploy up to three friendly ORKS INFANTRY units. When doing so, you can set those units up in strategic reserves, regardless of how many units are already in strategic reserves."
orks_wreckas,,Wreckas,ENHANCEMENT,orks_wreckas_enhancement_supa_snazz_dakka,SUPA-SNAZZ DAKKA,,,,,FLASH GITZ unit only. Snazzgun weapons have [RAPID FIRE 1].,FLASH GITZ unit only. This unit's Snazzgun weapons have [RAPID FIRE 1].
orks_wreckas,,Wreckas,STRATAGEM,orks_wreckas_stratagem_drive_by_bustin_1cp,DRIVE-BY BUSTIN',,1,,,Shooting: ORKS TRANSPORT Firing Deck weapons +1 to hit.,"WHEN: Your Shooting phase, when a friendly ORKS TRANSPORT unit is selected to shoot.

TARGET: That ORKS TRANSPORT unit.

EFFECT: Your unit's ranged attacks with weapons selected for the Firing Deck ability have +1 to hit rolls."
orks_wreckas,,Wreckas,STRATAGEM,orks_wreckas_stratagem_grab_it_1cp,GRAB IT,,1,,,"After shooting: unengaged BREAKA BOYZ/FLASH GITZ/TANKBUSTAS Normal move 6"" onto an objective; cannot charge this turn.","WHEN: Your Shooting phase, when a friendly unengaged BREAKA BOYZ/FLASH GITZ/TANKBUSTAS unit has shot.

TARGET: That BREAKA BOYZ/FLASH GITZ/TANKBUSTAS unit.

EFFECT:
- Your unit can make a normal move of up to 6"", and must end that move within range of an objective.
- Your unit is not eligible to declare a charge until the end of the turn."
orks_wreckas,,Wreckas,STRATAGEM,orks_wreckas_stratagem_gun_crazy_show_offs_1cp,GUN-CRAZY SHOW-OFFS,,1,,,Opp shooting: FLASH GITZ/TANKBUSTAS hit by that enemy can shoot back at only that enemy.,"WHEN: Your opponent's Shooting phase, when an enemy unit has shot.

TARGET: One friendly FLASH GITZ/TANKBUSTAS unit hit by those attacks.

EFFECT: Your unit shoots using normal shooting, but while doing so your unit can only target that enemy unit."
orks_da_big_hunt,Orks,Da Big Hunt,DETACHMENT_RULE,orks_da_big_hunt_detachment_rule_da_hunt_is_on,DA HUNT IS ON,,,1,,BEAST SNAGGA attacks that target MONSTER/VEHICLE have +1 AP.,Friendly BEAST SNAGGA units' attacks that target a MONSTER/VEHICLE unit have +1 AP.
orks_da_big_hunt,,Da Big Hunt,ENHANCEMENT,orks_da_big_hunt_enhancement_glory_hog,GLORY HOG,,,,,BEAST SNAGGA model only. Fall Back does not prevent this unit from charging.,"BEAST SNAGGA model only. When this unit is selected to make a fall-back move, that fall-back move does not prevent this unit from being eligible to declare a charge."
orks_da_big_hunt,,Da Big Hunt,ENHANCEMENT,orks_da_big_hunt_enhancement_it_came_from_da_drops,IT CAME FROM DA DROPS,,,,,BEASTBOSS ON SQUIGOSAUR model only. This model has +1 T.,BEASTBOSS ON SQUIGOSAUR model only. This model has +1 T.
orks_da_big_hunt,,Da Big Hunt,STRATAGEM,orks_da_big_hunt_stratagem_where_dya_fink_youre_going_1cp,WHERE D'YA FINK YOU'RE GOING?,,1,,,Opp Movement: enemy Falling Back from BEAST SNAGGA must desperate-escape; MONSTER/VEHICLE takes extra hazard rolls.,"WHEN: Your opponent's Movement phase, when an enemy unit is selected to make a fall-back move, if that enemy unit is engaged with a friendly BEAST SNAGGA unit.

TARGET: That BEAST SNAGGA unit.

EFFECT: When an enemy unit engaged with your unit is selected to make a fall-back move, that enemy unit must use the desperate escape mode. If that enemy unit is a MONSTER/VEHICLE unit, that enemy unit makes three additional hazard rolls for each BEAST SNAGGA unit it is engaged with, with -1 from those hazard rolls if that enemy unit is battle-shocked."
orks_da_big_hunt,,Da Big Hunt,STRATAGEM,orks_da_big_hunt_stratagem_goaded_into_action_1cp,GOADED INTO ACTION,,1,,,"Opp Shooting: unengaged BEAST SNAGGA that lost a wound surge D6"" (re-roll if riled up).","WHEN: Your opponent's Shooting phase, when an enemy unit has shot.

TARGET: One friendly unengaged BEAST SNAGGA unit that lost a wound as a result of those attacks.

EFFECT: Your unit can make a surge move of up to D6"". If your unit is riled up, it can re-roll that D6."
