Unit_ID,Ability_ID,Ability_Type
BOSS_SNIKROT,INFILTRATORS,CORE_ABILITY
BOSS_SNIKROT,LONE_OPERATIVE,CORE_ABILITY
BOSS_SNIKROT,STEALTH,CORE_ABILITY
BOYZ,AMMO_RUNTS,ABILITY
BOYZ,TIDE_OF_MUSCLE,ABILITY
BOYZ,NEVER_TOO_BUSY_TO_FIGHT,ABILITY
BOYZ,COMPOSITION_BOYZ,ABILITY
BOYZ,LED_BY_BOYZ,ABILITY
BREAKA_BOYZ,BOMB_SQUIGS_TANKBUSTAS,ABILITY
BREAKA_BOYZ,TROPHY_HUNTERS,ABILITY
BREAKA_BOYZ,COMPOSITION_BREAKA_BOYZ,ABILITY
BREAKA_BOYZ,LED_BY_BREAKA_BOYZ,ABILITY
BURNA_BOYZ,PYROMANIAKS,ABILITY
BURNA_BOYZ,UNIT_COMPOSITION_BURNAS,ABILITY
DEFFKILLA_WARTRIKE,GET_BACK_IN_DA_RACE,ABILITY
DEFFKILLA_WARTRIKE,FUEL_MIXA_GROB,ABILITY
DEFFKILLA_WARTRIKE,LEADER_DEFFKILLA_WARTRIKE,ABILITY
DEFFKILLA_WARTRIKE,DEADLY_DEMISE_1,CORE_ABILITY
DEFFKOPTAS,DEFF_FROM_ABOVE,ABILITY
DEFFKOPTAS,AERIAL_MANOEUVRE,ABILITY
DEFFKOPTAS,COMPOSITION_DEFFKOPTAS,ABILITY
DEFFKOPTAS,DEEP_STRIKE,CORE_ABILITY
FLASH_GITZ,FINDER_KEEPERZ,ABILITY
FLASH_GITZ,LED_BY_FLASH_GITZ,ABILITY
GHAZGHKULL_THRAKA,DA_GRAND_WARLORDS_LADZ,ABILITY
GHAZGHKULL_THRAKA,MAKARI_HOIST_DAT_BANNER,ABILITY
GHAZGHKULL_THRAKA,PROPHET_OF_DA_GREAT_WAAAGH,ABILITY
GRETCHIN,DOWNTRODDEN,ABILITY
GRETCHIN,THIEVIN_SCAVENGERS,ABILITY
GRETCHIN,LED_BY_GRETCHIN,ABILITY
KILL_RIG,BEASTSCENT,ABILITY
KILL_RIG,WARPATH,ABILITY
KILL_RIG,TRANSPORT_KILL_RIG,ABILITY
KILL_RIG,DAMAGED_1_6,CORE_ABILITY
KILL_RIG,DEADLY_DEMISE_D6,CORE_ABILITY
KILL_RIG,FEEL_NO_PAIN_5,CORE_ABILITY
KILL_RIG,UNSTABLE_ENERGIES,CORE_ABILITY
KILLA_KANS,SPITEFUL_POWER_TRIP,ABILITY
KILLA_KANS,DEADLY_DEMISE_1,CORE_ABILITY
KOMMANDOS,FOUND_EM,ABILITY
KOMMANDOS,TACTICAL_KNOW_WOTZ,ABILITY
KOMMANDOS,NOWHERE_TO_HIDE,ABILITY
KOMMANDOS,BOMB_SQUIG,ABILITY
KOMMANDOS,COMPOSITION_KOMMANDOS,ABILITY
KOMMANDOS,LED_BY_KOMMANDOS,ABILITY
KOMMANDOS,INFILTRATORS,CORE_ABILITY
KOMMANDOS,STEALTH,CORE_ABILITY
LOOTAS,DATS_OUR_LOOT,ABILITY
LOOTAS,COMPOSITION_LOOTAS,ABILITY
GROTSNIK,DOKS_TOOLZ,ABILITY
GROTSNIK,SUPER_RUNTS,ABILITY
GROTSNIK,FEEL_NO_PAIN_5,CORE_ABILITY
MEK,KUSTOM_DAKKA,ABILITY
MEK,CLEVER_KNOW_WOTZ,ABILITY
MEK,SUPPORT_MEK,ABILITY
MOZROG_SKRAGBAD,ONE_LAST_KILL,ABILITY
MOZROG_SKRAGBAD,DA_BIGGER_DEY_IZ,ABILITY
MOZROG_SKRAGBAD,BEAST_SNAGGA_FOLLOWING,ABILITY
MOZROG_SKRAGBAD,FEEL_NO_PAIN_5,CORE_ABILITY
NOBZ,GET_OUT_DA_WAY,ABILITY
NOBZ,AMMO_RUNTS,ABILITY
NOBZ,PAIRED_KRUMPAS,ABILITY
NOBZ,COMPOSITION_NOBZ,ABILITY
NOBZ,LED_BY_NOBZ,ABILITY
PAINBOY,CRUDE_SURGERY,ABILITY
PAINBOY,CANT_CUT_DAT_BIT,ABILITY
PAINBOY,SUPPORT_PAINBOY,ABILITY
SQUIGHOG_BOYZ,BOMB_SQUIG,ABILITY
SQUIGHOG_BOYZ,BRUTAL_IMPACT,ABILITY
SQUIGHOG_BOYZ,COMPOSITION_SQUIGHOG_BOYZ,ABILITY
SQUIGHOG_BOYZ,LED_BY_SQUIGHOG_BOYZ,ABILITY
STOMPA,IDOL_OF_BELLIGERENCE,ABILITY
STOMPA,WAAAGH_EFFIGY,ABILITY
STOMPA,TRANSPORT_STOMPA,ABILITY
STOMPA,DAMAGED_1_10,CORE_ABILITY
STOMPA,DEADLY_DEMISE_2D6,CORE_ABILITY
STOMPA,SUPER_HEAVY_WALKER,CORE_ABILITY
STORMBOYZ,ROKKIT_CHARGE,ABILITY
STORMBOYZ,COMPOSITION_STORMBOYZ,ABILITY
STORMBOYZ,DEEP_STRIKE,CORE_ABILITY
TANKBUSTAS,ROKKIT_BARRAGE,ABILITY
TANKBUSTAS,BOMB_SQUIGS_TANKBUSTAS,ABILITY
TANKBUSTAS,PULSA_ROKKIT,ABILITY
TANKBUSTAS,COMPOSITION_TANKBUSTAS,ABILITY
TANKBUSTAS,LED_BY_TANKBUSTAS,ABILITY
TRUKK,PILIN_OUT,ABILITY
TRUKK,TRANSPORT_TRUKK,ABILITY
TRUKK,DEADLY_DEMISE_D3,CORE_ABILITY
TRUKK,FIRING_DECK_12,CORE_ABILITY
WARBIKERS,HIGH_SPEED_CARNAGE,ABILITY
WARBIKERS,COMPOSITION_WARBIKERS,ABILITY
WARBIKERS,LED_BY_WARBIKERS,ABILITY
WARBOSS,BOSS_AMMO_RUNT,ABILITY
WARBOSS,MIGHT_IS_RIGHT,ABILITY
WARBOSS,INTIMIDATING_MOTIVATION,ABILITY
WARBOSS,COMPOSITION_WARBOSS,ABILITY
WARBOSS,LEADER_WARBOSS,ABILITY
WARTRAKK,SPEEDNOB_SUPPORT,ABILITY
WARTRAKK,BUST_EM,ABILITY
WAZDAKKA_GUTSMEK,FIXIT_DA_GROT,ABILITY
WAZDAKKA_GUTSMEK,THROTTLEROCKKIT_SHOKKA_ENGINE,ABILITY
WAZDAKKA_GUTSMEK,WAAAGH_WAZDAKKA,ABILITY
WAZDAKKA_GUTSMEK,DEADLY_DEMISE_D3,CORE_ABILITY
WAZDAKKA_GUTSMEK,DEEP_STRIKE,CORE_ABILITY
WAZDAKKA_GUTSMEK,LONE_OPERATIVE,CORE_ABILITY
WEIRDBOY,DA_JUMP,ABILITY
WEIRDBOY,SUPPORT_WEIRDBOY,ABILITY
WEIRDBOY,DEADLY_DEMISE_D3,CORE_ABILITY
WEIRDBOY,UNSTABLE_ENERGIES,CORE_ABILITY
ZODGROD_WORTSNAGGA,SUPER_RUNTS,ABILITY
ZODGROD_WORTSNAGGA,LEADER_ZODGROD_WORTSNAGGA,ABILITY
MEGANOBZ,ARROGANT_INVULNERABILITY,ABILITY
MEGANOBZ,KRUMPIN_TIME,ABILITY
MEGANOBZ,COMPOSITION_MEGANOBZ,ABILITY
MEGANOBZ,LED_BY_MEGANOBZ,ABILITY
NAZDREG,INTIMIDATING_MOTIVATION,ABILITY
NAZDREG,NAZDREGS_KNOW_WOTZ,ABILITY
NAZDREG,SUPREME_KUNNIN,ABILITY
NAZDREG,LEADER_NAZDREG,ABILITY
NAZDREG,DEEP_STRIKE,CORE_ABILITY
DEFF_DREAD,DREAD_ARD,ABILITY
DEFF_DREAD,COMPOSITION_DEFF_DREAD,ABILITY
DEFF_DREAD,DEADLY_DEMISE_1,CORE_ABILITY
GORKANAUT,GUT_HATCH,ABILITY
GORKANAUT,BIG_AN_STOMPY,ABILITY
GORKANAUT,TRANSPORT_GORK_MORK,ABILITY
GORKANAUT,DAMAGED_7,CORE_ABILITY
GORKANAUT,DEADLY_DEMISE_D6,CORE_ABILITY
GORKANAUT,SUPER_HEAVY_WALKER,CORE_ABILITY
MORKANAUT,GUT_HATCH,ABILITY
MORKANAUT,BIG_AN_SHOOTY,ABILITY
MORKANAUT,TRANSPORT_GORK_MORK,ABILITY
MORKANAUT,DAMAGED_7,CORE_ABILITY
MORKANAUT,DEADLY_DEMISE_D6,CORE_ABILITY
MORKANAUT,SUPER_HEAVY_WALKER,CORE_ABILITY
GUNWAGON,MOBILE_ARSENAL,ABILITY
GUNWAGON,TRANSPORT_GUNWAGON,ABILITY
GUNWAGON,COMPOSITION_GUNWAGON,ABILITY
GUNWAGON,DAMAGED_1_6,CORE_ABILITY
GUNWAGON,DEADLY_DEMISE_D6,CORE_ABILITY
HUNTA_RIG,FULLY_LOADED_BUTCHERY,ABILITY
HUNTA_RIG,TRAMPLASAQUIG_CHARGE,ABILITY
HUNTA_RIG,TRANSPORT_HUNTA_RIG,ABILITY
HUNTA_RIG,DAMAGED_1_6,CORE_ABILITY
HUNTA_RIG,DEADLY_DEMISE_D6,CORE_ABILITY
HUNTA_RIG,FEEL_NO_PAIN_5,CORE_ABILITY
HUNTA_RIG,FIRING_DECK_11,CORE_ABILITY
WARBOSS_MEGA_ARMOUR,KNUCKLE_IMPETUS,ABILITY
WARBOSS_MEGA_ARMOUR,INTIMIDATING_MOTIVATION,ABILITY
WARBOSS_MEGA_ARMOUR,LEADER_WARBOSS_IN_MEGA_ARMOUR,ABILITY
BIG_MEK_MEGA_ARMOUR,FIX_DAT_ARMOUR,ABILITY
BIG_MEK_MEGA_ARMOUR,MORE_DAKKA,ABILITY
BIG_MEK_MEGA_ARMOUR,KUSTOM_FORCE_FIELD,ABILITY
BIG_MEK_MEGA_ARMOUR,COMPOSITION_BIG_MEK_MA,ABILITY
BIG_MEK_MEGA_ARMOUR,LEADER_BIG_MEK_IN_MEGA_ARMOUR,ABILITY
RUNTHERD,THEYLL_LEARN_YA,ABILITY
RUNTHERD,SUPPORT_RUNTHERD,ABILITY
PAINBOSS,PUSH_DAT_BIT_BACK,ABILITY
PAINBOSS,HARDY_BILIOUS,ABILITY
PAINBOSS,RIDIN_WIV_DA_HERD,ABILITY
PAINBOSS,SUPPORT_PAINBOSS,ABILITY
MEK_GUNZ,MADCAP_ARTILLERY,ABILITY
MEK_GUNZ,COMPOSITION_MEK_GUNZ,ABILITY
MEK_GUNZ,LED_BY_MEK_GUNZ,ABILITY
RUKKATRUKK_SQUIGBUGGIE,SQUIG_BARRAGE,ABILITY
RUKKATRUKK_SQUIGBUGGIE,DEADLY_DEMISE_1,CORE_ABILITY
WARBUGGIES,DRIVE_BY_SKORCHIN,ABILITY
WARBUGGIES,COMPOSITION_WARBUGGIES,ABILITY
WARBUGGIES,DEADLY_DEMISE_1,CORE_ABILITY
BIGED_BOSSBUNKA,RAUCOUS_OCCUPANTS,ABILITY
BIGED_BOSSBUNKA,FORTIFICATION,ABILITY
BIGED_BOSSBUNKA,RAMSHACKLE_COVER,ABILITY
BIGED_BOSSBUNKA,TRANSPORT_BOSSBUNKA,ABILITY
BIGED_BOSSBUNKA,COMPOSITION_BOSSBUNKA,ABILITY
BIGED_BOSSBUNKA,DEADLY_DEMISE_D3,CORE_ABILITY
BIGED_BOSSBUNKA,FIRING_DECK_11,CORE_ABILITY
BLITZA_BOMMER,BOOM_BOMB,ABILITY
BLITZA_BOMMER,DAMAGED_4,CORE_ABILITY
BLITZA_BOMMER,DEADLY_DEMISE_D3,CORE_ABILITY
DAKKAJET,STRAFING_RUN,ABILITY
DAKKAJET,COMPOSITION_DAKKAJET,ABILITY
DAKKAJET,DAMAGED_4,CORE_ABILITY
DAKKAJET,DEADLY_DEMISE_D3,CORE_ABILITY
BURNA_BOMMER,BURNA_BOMB,ABILITY
BURNA_BOMMER,COMPOSITION_BURNA_BOMMER,ABILITY
BURNA_BOMMER,DAMAGED_4,CORE_ABILITY
BURNA_BOMMER,DEADLY_DEMISE_D3,CORE_ABILITY
WAZBOM_BLASTAJET,GO_FER_DA_WEAK_SPOT,ABILITY
WAZBOM_BLASTAJET,WAZBOM_FORCE_FIELD,ABILITY
WAZBOM_BLASTAJET,DAMAGED_4,CORE_ABILITY
WAZBOM_BLASTAJET,DEADLY_DEMISE_D3,CORE_ABILITY
